Method,quantity,LB_days,FH_hours,N_params,window,lambda_ridge,refit_every,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
ELM_rolling_1m,PAC,1.0,0.5,27000,1m,25.0,336,583.8113922515087,0.3228992072753754,-0.0009624870558799495,0.20869884471450165,0.8768357741859435,0.8898091049768735,0.9079014574728607,0.9124999482564188,0.9034035035687177
Persistence_P,PAC,1.0,0.5,0,1m,,336,643.0338749279518,0.3556544651598686,-0.00035224344167961104,0.23454339087699694,0.8505805426828772,1.0,1.0,1.0,1.0
ELM_rolling_1m,PAC,1.0,1.0,27000,1m,25.0,336,716.6554804272114,0.3963737083427938,-0.0032949922478485404,0.2649681057339428,0.8144075506927454,0.7253004479417298,0.7804571348729703,0.817972340035894,0.7745766409501981
Persistence_P,PAC,1.0,1.0,0,1m,,336,918.2509178340159,0.5078737711934799,-0.002483729875733564,0.3653218559093323,0.6953071993170368,1.0,1.0,1.0,1.0
ELM_rolling_1m,PAC,1.0,3.0,27000,1m,25.0,336,919.3567320664426,0.5084853840256094,-0.005737446732152746,0.35901874271072926,0.694572897816066,0.45326016187342255,0.5054714363962598,0.5432113819001743,0.5006476600566189
Persistence_P,PAC,1.0,3.0,0,1m,,336,1818.8104527151188,1.0059626467735494,-0.04064388736315912,0.7920809568324445,-0.19540297800667306,1.0,1.0,1.0,1.0
ELM_rolling_1m,PAC,1.0,6.0,27000,1m,50.0,336,1018.5643850262604,0.5633559688095652,-0.012112686276536491,0.3977980102714952,0.6250991510998325,0.35006745242203297,0.3899521346150451,0.4186031813734584,0.3862075894701788
Persistence_P,PAC,1.0,6.0,0,1m,,336,2612.0241296583026,1.4446797922152723,-0.2786627975142358,1.1363467455178307,-1.4654364912799016,1.0,1.0,1.0,1.0
ELM_rolling_1m,PAC,1.0,10.0,27000,1m,50.0,336,1022.913236928599,0.5657612675934885,-0.010140682650564928,0.40021219435788247,0.6218909713551932,0.3617886195133243,0.39876296303547565,0.4248166314464606,0.3951227379984202
Persistence_P,PAC,1.0,10.0,0,1m,,336,2565.216260662594,1.4187909109882806,-0.7424100929265915,1.106204487294944,-1.3778662289228434,1.0,1.0,1.0,1.0
