Method,quantity,LB_days,FH_hours,N_params,window,lambda_ridge,refit_every,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
ELM_rolling_6m,PAC,1.0,0.5,27000,6m,10.0,336,470.6492557169926,0.3873050360145339,-0.0007710040451347412,0.19760725298942877,0.9140782419330398,0.8409490190406373,0.8930056189780203,0.9223179191653472,0.8854241857280017
Persistence_P,PAC,1.0,0.5,0,6m,,336,527.0395232849893,0.43370951736874425,-0.0009240674233288646,0.2349812515565581,0.8922555839996816,1.0,1.0,1.0,1.0
ELM_rolling_6m,PAC,1.0,1.0,27000,6m,25.0,336,576.4673248553778,0.4743844706057889,0.0013235894864413924,0.25047543202661776,0.871098552660718,0.6849487812152903,0.7659691147910402,0.8260691100413367,0.7589956686825557
Persistence_P,PAC,1.0,1.0,0,6m,,336,752.5986540758117,0.6193258467545433,-0.003054334592845328,0.36568490797546127,0.7802973593612352,1.0,1.0,1.0,1.0
ELM_rolling_6m,PAC,1.0,3.0,27000,6m,25.0,336,731.6122417975254,0.6020557819142727,-0.011716771525707607,0.34654428252398856,0.7923794535770748,0.43744550599107085,0.4907910862081692,0.5324161766523037,0.48688425628384796
Persistence_P,PAC,1.0,3.0,0,6m,,336,1490.679562764536,1.2267048013559696,-0.04119266349810115,0.7921998918216393,0.13806007665133613,1.0,1.0,1.0,1.0
ELM_rolling_6m,PAC,1.0,6.0,27000,6m,50.0,336,827.850109836881,0.6812515109931636,-0.021287641842936907,0.39045692056922093,0.7341652057758374,0.3436307827553537,0.38670393236898376,0.4193169757577607,0.3832172302940327
Persistence_P,PAC,1.0,6.0,0,6m,,336,2140.7853412955883,1.7616875701774077,-0.2790754207693084,1.136268751706115,-0.7776843408716589,1.0,1.0,1.0,1.0
ELM_rolling_6m,PAC,1.0,10.0,27000,6m,25.0,336,840.8402072060468,0.6919412763933714,-0.027780293248311105,0.398799985696914,0.7257571312112548,0.36053179424497217,0.39993877937968114,0.42813446765222773,0.396201680425627
Persistence_P,PAC,1.0,10.0,0,6m,,336,2102.4222970081046,1.7301179882245883,-0.7425574409152496,1.1061437356227717,-0.7145427166102463,1.0,1.0,1.0,1.0
