Method,quantity,LB_days,FH_hours,N_params,window,lambda_ridge,lambda_bc,refit_every,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
ELM_rolling_1m,PAC,1.0,0.5,27000,1m,25.0,0.5,336,483.88698856280547,0.39819858473328784,-0.03214169405009987,0.2076046192244817,0.9091769063589645,0.8834943973158341,0.9181227729313013,0.9277820985895118,0.9097997562788823
Persistence_P,PAC,1.0,0.5,0,1m,,,336,527.0395232849893,0.43370951736874425,-0.0009240674233288646,0.2349812515565581,0.8922555839996816,1.0,1.0,1.0,1.0
ELM_rolling_1m,PAC,1.0,1.0,27000,1m,25.0,0.5,336,593.8832717025064,0.48871634054698004,-0.04533660688771508,0.26191472074651634,0.8631922857163932,0.7162305991695226,0.7891101963659406,0.829383632465434,0.7782414760002991
Persistence_P,PAC,1.0,1.0,0,1m,,,336,752.5986540758117,0.6193258467545433,-0.003054334592845328,0.36568490797546127,0.7802973593612352,1.0,1.0,1.0,1.0
ELM_rolling_1m,PAC,1.0,3.0,27000,1m,25.0,0.5,336,761.8797302145198,0.6269633974029128,-0.06959006009883273,0.35144029052098336,0.7748451839874665,0.4436257744404095,0.5110955763031846,0.5526446611113685,0.5024553372849875
Persistence_P,PAC,1.0,3.0,0,1m,,,336,1490.679562764536,1.2267048013559696,-0.04119266349810115,0.7921998918216393,0.13806007665133613,1.0,1.0,1.0,1.0
ELM_rolling_1m,PAC,1.0,6.0,27000,1m,25.0,0.5,336,851.3974754149461,0.70062902654743,-0.08196269201085467,0.39324391049476154,0.7188273213473229,0.34608353869126757,0.3977033376450935,0.4299490171005689,0.39124529781231
Persistence_P,PAC,1.0,6.0,0,1m,,,336,2140.7853412955883,1.7616875701774077,-0.2790754207693084,1.136268751706115,-0.7776843408716589,1.0,1.0,1.0,1.0
ELM_rolling_1m,PAC,1.0,10.0,27000,1m,25.0,0.25,336,888.7268340594144,0.7313479715336915,-0.12021102511754446,0.41053031056266776,0.6936308801304921,0.37113649640797763,0.42271566246426107,0.45380955026861053,0.4158872363802831
Persistence_P,PAC,1.0,10.0,0,1m,,,336,2102.4222970081046,1.7301179882245883,-0.7425574409152496,1.1061437356227717,-0.7145427166102463,1.0,1.0,1.0,1.0
