Method,quantity,LB_days,FH_hours,N_params,window,lambda_ridge,lambda_bc,refit_every,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
ELM_rolling_6m,humidity,1.0,0.5,27000,6m,10.0,1.0,1008,2.392247613571184,0.033931317060997064,0.0007922538958172635,0.02411620187926101,0.9604504795414186,1.425532965043271,1.2704558261238323,1.1635359749659764,1.2865082553776932
Persistence_P,humidity,1.0,0.5,0,6m,,,1008,1.882983701109817,0.026707986506324822,2.7503159963296573e-06,0.01691732318412502,0.9754968406907755,1.0,1.0,1.0,1.0
ELM_rolling_6m,humidity,1.0,1.0,27000,6m,10.0,1.0,1008,3.447550763195513,0.04889959440914226,-2.269576874788458e-07,0.03455826559260394,0.9178608316728322,1.2100746600814463,1.1205436965634317,1.0583188632045808,1.1296457399498196
Persistence_P,humidity,1.0,1.0,0,6m,,,1008,3.0766767719712522,0.04363916780676313,5.856555239243147e-06,0.02855878792658788,0.9345826861197145,1.0,1.0,1.0,1.0
ELM_rolling_6m,humidity,1.0,3.0,27000,6m,100.0,1.0,1008,5.699588942352763,0.08084219978868416,0.0014110047518161627,0.05971719090016248,0.7755001617469538,1.0646720212862366,1.0151128492117387,0.9786927433849072,1.0194925379609607
Persistence_P,humidity,1.0,3.0,0,6m,,,1008,5.61473430937126,0.0796386331346906,1.740788242382773e-05,0.056089753188045446,0.7821350422243833,1.0,1.0,1.0,1.0
ELM_rolling_6m,humidity,1.0,6.0,27000,6m,100.0,1.0,1008,7.442582794362925,0.10556458918199499,0.0017689458336900645,0.08008326781808879,0.6171961374653638,1.0087146207549702,0.9739820412671636,0.9519153213936044,0.9782039944719126
Persistence_P,humidity,1.0,6.0,0,6m,,,1008,7.6413963287044036,0.10838453350192583,3.950748037080604e-05,0.07939140185967626,0.5964713144474166,1.0,1.0,1.0,1.0
ELM_rolling_6m,humidity,1.0,10.0,27000,6m,100.0,1.0,1008,8.935697981139983,0.12674273333551395,0.0017419734949842814,0.09803478482979439,0.4481946267648209,0.9653268869254701,0.9437496538715012,0.9307492267008748,0.9466085891659487
Persistence_P,humidity,1.0,10.0,0,6m,,,1008,9.468292724117541,0.13429698523923478,5.853319508651809e-05,0.10155604920736384,0.3804557731392514,1.0,1.0,1.0,1.0
