Method,quantity,LB_days,FH_hours,N_params,window,lambda_ridge,refit_every,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
ELM_rolling_6m,humidity,3.0,1.5,75000,6m,100.0,1008,4.870306528218832,0.06859635626538348,0.003401069622041505,0.051465741724607245,0.837032206546347,1.4259397897225785,1.2772787922526343,1.168262202439306,1.2904935948048395
Persistence_P,humidity,3.0,1.5,0,6m,,1008,3.8130332686644413,0.053705077295149936,2.4459133857883996e-05,0.03609250691757475,0.9001080749153383,1.0,1.0,1.0,1.0
ELM_rolling_6m,humidity,3.0,3.0,75000,6m,100.0,1008,6.078418621277831,0.08561214101400817,0.002961960134777453,0.06442179055377457,0.7461539516175982,1.1818832112728808,1.1072431255428752,1.051170187356881,1.1134321747242124
Persistence_P,humidity,3.0,3.0,0,6m,,1008,5.489687387580407,0.07732009261473897,4.993516824815261e-05,0.054507746568624754,0.7929456199958573,1.0,1.0,1.0,1.0
ELM_rolling_6m,humidity,3.0,9.0,75000,6m,100.0,1008,8.386315004864352,0.11811795592212843,0.0021433573973154547,0.09031701880332098,0.5167948701097942,0.9416642154441156,0.9255253571290541,0.9164470022698794,0.9278788582810163
Persistence_P,humidity,3.0,9.0,0,6m,,1008,9.061140184077068,0.12762260375936757,0.00015109000960968,0.0959121280410182,0.43590156797267476,1.0,1.0,1.0,1.0
ELM_rolling_6m,humidity,3.0,18.0,75000,6m,100.0,1008,9.660842295133325,0.13606917266109175,3.916141914198061e-05,0.10489656134646097,0.35876210592150615,0.7962332387564877,0.8093655644921026,0.8202555173645144,0.8086181068710349
Persistence_P,humidity,3.0,18.0,0,6m,,1008,11.936314959477857,0.16811831220726398,0.00021263924700717045,0.13174099778889228,0.021119372949502724,1.0,1.0,1.0,1.0
ELM_rolling_6m,humidity,3.0,30.0,75000,6m,100.0,1008,10.33441138511413,0.14555612897440853,-0.0005103481399220145,0.1129172267613938,0.26622876100862314,0.7050197488639512,0.7338375577800786,0.7553699073248411,0.731409071322957
Persistence_P,humidity,3.0,30.0,0,6m,,1008,14.082696198292995,0.19834924968235237,0.00022936457199960938,0.1601617925502731,-0.36257624977823544,1.0,1.0,1.0,1.0
