Method,quantity,LB_days,FH_hours,N_params,window,lambda_ridge,refit_every,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
ELM_rolling_6m,GHI,1.0,0.5,27000,6m,10.0,336,425.894056437318,1.6667949540639864,-0.8710154130069473,0.9167545085859633,-0.39639747629122035,0.9939231509873145,0.997878362143528,0.9995952507405342,0.9971322546237923
Persistence_P,GHI,1.0,0.5,0,6m,,336,426.7995705633512,1.6703388081124122,-0.9189084195763805,0.9223595482963691,-0.4023416862830598,1.0,1.0,1.0,1.0
ELM_rolling_6m,GHI,1.0,1.0,27000,6m,10.0,336,426.52306423246495,1.6692566625644247,-0.8666355556763942,0.9261715225875966,-0.4005252329632347,0.9734381883633836,0.9917418987250882,0.9980546683571636,0.9877449184818784
Persistence_P,GHI,1.0,1.0,0,6m,,336,430.07466436657785,1.6831563380656807,-0.9481732657234175,0.951443587953689,-0.4239463108740886,1.0,1.0,1.0,1.0
ELM_rolling_6m,GHI,1.0,3.0,27000,6m,10.0,336,427.7022966480149,1.6738717507775578,-0.8579296239021955,0.938001953144497,-0.4082801608991049,0.9353200708633991,0.9693378019943707,0.9854018683013673,0.9633532470530457
Persistence_P,GHI,1.0,3.0,0,6m,,336,441.23142187175193,1.7268198427149328,-0.9868394574459912,1.0028673417417657,-0.49878301248766066,1.0,1.0,1.0,1.0
ELM_rolling_6m,GHI,1.0,6.0,27000,6m,50.0,336,427.56897872014247,1.6733499927344357,-0.8584013038480924,0.9350801875084118,-0.4074023553178847,0.80929896459573,0.9194878186054831,0.9593105965937087,0.8960324599316406
Persistence_P,GHI,1.0,6.0,0,6m,,336,465.0077685298797,1.8198718448193016,-0.8375532932746997,1.1554199726123626,-0.6646629488490261,1.0,1.0,1.0,1.0
ELM_rolling_6m,GHI,1.0,10.0,27000,6m,100.0,336,427.5053607615718,1.673101015105538,-0.8580340850088796,0.9363603109231217,-0.40698357187869116,0.5622054733839478,0.7389231466975688,0.8160208492233538,0.7057164897682902
Persistence_P,GHI,1.0,10.0,0,6m,,336,578.5518597870422,2.2642422592701856,-0.32702845286804255,1.6655126199450068,-1.5768579854038904,1.0,1.0,1.0,1.0
