Method,quantity,LB_days,FH_hours,N_params,window,lambda_ridge,lambda_bc,refit_every,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
ELM_rolling_1m,GHI,1.0,0.5,27000,1m,10.0,0.75,336,425.95582622652574,1.6670366986279428,-0.8776410052274174,0.9123927459690628,-0.39680256028566263,0.9891942330453288,0.9980230900051943,0.9996582955042332,0.9956252061849188
Persistence_P,GHI,1.0,0.5,0,1m,,,336,426.7995705633512,1.6703388081124122,-0.9189084195763805,0.9223595482963691,-0.4023416862830598,1.0,1.0,1.0,1.0
ELM_rolling_1m,GHI,1.0,1.0,27000,1m,10.0,0.5,336,426.47814957449657,1.669080882874303,-0.8860790158216229,0.9150765358405596,-0.40023028619455236,0.961776974932013,0.9916374641659529,0.9981170339021747,0.9838438243333801
Persistence_P,GHI,1.0,1.0,0,1m,,,336,430.07466436657785,1.6831563380656807,-0.9481732657234175,0.951443587953689,-0.4239463108740886,1.0,1.0,1.0,1.0
ELM_rolling_1m,GHI,1.0,3.0,27000,1m,100.0,0.5,336,427.2248300103963,1.6720031194353553,-0.8863000738303449,0.9237425401658648,-0.405137641081335,0.9211014275941242,0.968255679067601,0.9851917500669494,0.9581829522428915
Persistence_P,GHI,1.0,3.0,0,1m,,,336,441.23142187175193,1.7268198427149328,-0.9868394574459912,1.0028673417417657,-0.49878301248766066,1.0,1.0,1.0,1.0
ELM_rolling_1m,GHI,1.0,6.0,27000,1m,100.0,0.5,336,427.267668431945,1.6721707734887477,-0.8843915752068494,0.9248336014775898,-0.4054194453784432,0.8004306861569778,0.9188398503163725,0.9591183770734371,0.8927963045155959
Persistence_P,GHI,1.0,6.0,0,1m,,,336,465.0077685298797,1.8198718448193016,-0.8375532932746997,1.1554199726123626,-0.6646629488490261,1.0,1.0,1.0,1.0
ELM_rolling_1m,GHI,1.0,10.0,27000,1m,100.0,0.5,336,427.2775522082277,1.6722094550063364,-0.8842143445214377,0.9246153424384874,-0.40548446790681547,0.5551536093848494,0.7385293902010847,0.8159781647449356,0.70322038811029
Persistence_P,GHI,1.0,10.0,0,1m,,,336,578.5518597870422,2.2642422592701856,-0.32702845286804255,1.6655126199450068,-1.5768579854038904,1.0,1.0,1.0,1.0
