Method,quantity,LB_days,FH_hours,N_params,window,lambda_ridge,lambda_bc,refit_every,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
ELM_rolling_6m,GHI,1.0,0.5,27000,6m,10.0,0.75,336,37.53778849551595,0.6202602610553511,0.011859886145687918,0.2302303106273359,0.9449553628643356,0.6714287673371764,0.6689178744499819,0.7754092249391072,0.7052519555754219
Persistence_P,GHI,1.0,0.5,0,6m,,,336,56.11718557585476,0.9272592118507231,-0.3136877491698215,0.3428961072675032,0.8769817878737316,1.0,1.0,1.0,1.0
ELM_rolling_6m,GHI,1.0,1.0,27000,6m,10.0,0.75,336,48.47242168376828,0.8009400162492427,0.02454508898669533,0.3039793864706446,0.9082159784744843,0.5160532034749447,0.5174635663380516,0.6246736377773394,0.5527301358634452
Persistence_P,GHI,1.0,1.0,0,6m,,,336,93.67311021874329,1.5478191477658545,-0.5613684864849593,0.5890466029931415,0.6572262720895583,1.0,1.0,1.0,1.0
ELM_rolling_6m,GHI,1.0,3.0,27000,6m,10.0,0.75,336,62.71273386085594,1.0362415644351513,0.08377475073323364,0.37834624105296333,0.8463653716117026,0.3693822489596622,0.37304576434367503,0.4253164736181918,0.38924816230717635
Persistence_P,GHI,1.0,3.0,0,6m,,,336,168.11002792429704,2.777786704690997,-0.8886167770414145,1.0242675226504456,-0.10398935993331637,1.0,1.0,1.0,1.0
ELM_rolling_6m,GHI,1.0,6.0,27000,6m,50.0,1.0,336,66.83456558869338,1.1043491575034023,0.1984094940925382,0.4505562426848756,0.8255062378462297,0.19459238276578386,0.2500282902214764,0.319813669172651,0.25481144738663714
Persistence_P,GHI,1.0,6.0,0,6m,,,336,267.30801354315133,4.41689681005763,0.374855001594187,2.3153847868093385,-1.7912684338994946,1.0,1.0,1.0,1.0
ELM_rolling_6m,GHI,1.0,10.0,27000,6m,100.0,1.0,336,66.01374379243985,1.090786207685915,0.20151742202748285,0.461390467119773,0.82976597262172,0.0695649440454502,0.11876065043099983,0.16901717041758502,0.11911425496467835
Persistence_P,GHI,1.0,10.0,0,6m,,,336,555.8553574173457,9.184744304845855,4.69564207336959,6.632514026293529,-11.069832377895008,1.0,1.0,1.0,1.0
