Method,quantity,LB_days,FH_hours,N_params,window,lambda_ridge,lambda_bc,refit_every,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
ELM_rolling_6m,pressure,1.0,0.5,27000,6m,1.0,1.0,1008,7.367187697837314,0.007275681733242523,-0.0007171506444740162,0.0026747049226107755,-0.050650451589616896,40.04837023846685,66.71055904971209,55.79923265649593,54.18605398155828
Persistence_P,pressure,1.0,0.5,0,6m,,,1008,0.11043510656757281,0.00010906342019740462,2.7935903718097518e-08,6.678686065585998e-05,0.9997639146212249,1.0,1.0,1.0,1.0
ELM_rolling_6m,pressure,1.0,1.0,27000,6m,1.0,1.0,1008,8.049409938191301,0.007949430264668213,-0.0007012250089977774,0.002662029805454543,-0.25424642895445926,22.6183579544064,44.22489733177758,47.19005171734655,38.01110233451018
Persistence_P,pressure,1.0,1.0,0,6m,,,1008,0.18201082249675313,0.00017975011236388304,5.463271493257082e-08,0.00011769332728841791,0.9993587177689327,1.0,1.0,1.0,1.0
ELM_rolling_6m,pressure,1.0,3.0,27000,6m,1.0,1.0,1008,8.345167021034568,0.008241513824009524,-0.0008669059174323777,0.0027141513854335208,-0.3481085039240941,9.52182830206142,21.206495087742365,32.7155635123418,21.147962300715196
Persistence_P,pressure,1.0,3.0,0,6m,,,1008,0.39351939047476947,0.00038863158621498136,1.4452324383193663e-07,0.0002850451929327399,0.9970023076766261,1.0,1.0,1.0,1.0
ELM_rolling_6m,pressure,1.0,6.0,27000,6m,1.0,1.0,1008,8.037326779526627,0.007937497187844034,-0.0007912891593630113,0.002690326669591388,-0.25048369758301936,5.3264357723948255,11.988444552837212,21.56510990896805,12.959996744733365
Persistence_P,pressure,1.0,6.0,0,6m,,,1008,0.6704228179146472,0.0006620956666113559,2.530001602856836e-07,0.0005050894790723791,0.9912993368258062,1.0,1.0,1.0,1.0
ELM_rolling_6m,pressure,1.0,10.0,27000,6m,1.0,1.0,1008,8.552608806310609,0.008446379027632227,-0.0008095585888435393,0.0028861902420784648,-0.4159633028190308,3.826271736382074,8.668933405962568,16.30684069756366,9.6006819466361
Persistence_P,pressure,1.0,10.0,0,6m,,,1008,0.9865814403912769,0.0009743273632512547,4.1092813211138466e-07,0.0007543087477648667,0.9811582748423394,1.0,1.0,1.0,1.0
