Method,quantity,LB_days,FH_hours,N_params,window,lambda_ridge,refit_every,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
ELM_rolling_6m,pressure,3.0,1.5,75000,6m,10.0,1008,9.85676317610101,0.009753131034170014,0.0008130106524781319,0.004186342119702886,-0.7766648251265269,25.485113459624248,40.140514112628026,39.80996845787532,35.14519867670919
Persistence_P,pressure,3.0,1.5,0,6m,,1008,0.24555647564563993,0.00024297474134995503,1.4256106121046178e-06,0.000164266175480649,0.9988973450205061,1.0,1.0,1.0,1.0
ELM_rolling_6m,pressure,3.0,3.0,75000,6m,10.0,1008,9.386528125721778,0.009287839946084609,0.0008342981317841974,0.0041920973706265005,-0.6111902740271993,14.462746710891587,23.52510517065934,29.85288199090249,22.61357795748447
Persistence_P,pressure,3.0,3.0,0,6m,,1008,0.3990004744985674,0.000394805459049274,2.8333611413726435e-06,0.00028985485637175143,0.9970887219611895,1.0,1.0,1.0,1.0
ELM_rolling_6m,pressure,3.0,9.0,75000,6m,10.0,1008,8.843076600347986,0.008750102167161246,0.0006261351783244097,0.0040159772197194705,-0.43002501304138097,5.630388991535779,9.572573953785092,15.337141522009546,10.180034822443472
Persistence_P,pressure,3.0,9.0,0,6m,,1008,0.9237929780475965,0.0009140803935707769,8.384086886116003e-06,0.0007132681641990865,0.9843941950883769,1.0,1.0,1.0,1.0
ELM_rolling_6m,pressure,3.0,18.0,75000,6m,10.0,1008,9.265330529690436,0.009167916598632565,0.0007712426434255818,0.004338562620192797,-0.5698519389406909,3.7940522508891568,6.260979146132289,10.10611746500343,6.720382954008293
Persistence_P,pressure,3.0,18.0,0,6m,,1008,1.4798532806827955,0.0014642943834585413,1.682607804079699e-05,0.0011435168345865642,0.9599526134987524,1.0,1.0,1.0,1.0
ELM_rolling_6m,pressure,3.0,30.0,75000,6m,10.0,1008,9.673594537853011,0.009571888196306695,0.0008162484959635366,0.004460847782630387,-0.7112466877481847,2.970371663766121,4.897591418350337,7.870938619227573,5.246300567114677
Persistence_P,pressure,3.0,30.0,0,6m,,1008,1.9751738582373177,0.0019544072542357583,2.805706213106705e-05,0.001501781018532374,0.9286576323921987,1.0,1.0,1.0,1.0
