Method,quantity,LB_days,FH_hours,N_params,n_hidden,n_candidates,lambda_ridge,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
BLEND_opti,pressure,1.0,0.5,0,,,,0.2149607834929579,0.00021182571251496347,9.784175368022356e-07,0.0001598655575489156,0.9984331385177817,1.0,1.0,1.0,1.0
ELM,pressure,1.0,0.5,75000,500.0,100.0,1.0,4.332876199994829,0.004269683862280394,2.820681440705979e-05,0.003083319280173804,0.3634028460023552,19.286951657678806,20.156589167515637,20.388601302590427,19.944047375928292
Persistence_P,pressure,1.0,0.5,0,,,,0.2149607834929579,0.00021182571251496347,9.784175368022356e-07,0.0001598655575489156,0.9984331385177817,1.0,1.0,1.0,1.0
Persistence_Pcyclic,pressure,1.0,0.5,0,,,,3.7776112079201916,0.003722517069018874,4.808692363760248e-05,0.0029117903454902085,0.5161099986528984,18.213994247005083,17.573490134045525,16.51536779833564,17.434284059795413
BLEND_opti,pressure,1.0,1.0,0,,,,0.37695415994507014,0.0003714566283318986,1.9315442751799727e-06,0.0002862403258787621,0.9951810215155485,1.0,1.0,1.0,1.0
ELM,pressure,1.0,1.0,75000,500.0,100.0,1.0,4.205529637750514,0.004144195834889623,0.00016415209367433902,0.0029813824988468678,0.4001822652606646,10.415662047945128,11.156607578925101,11.852942995436257,11.14173754076883
Persistence_P,pressure,1.0,1.0,0,,,,0.37695415994507014,0.0003714566283318986,1.9315442751799727e-06,0.0002862403258787621,0.9951810215155485,1.0,1.0,1.0,1.0
Persistence_Pcyclic,pressure,1.0,1.0,0,,,,3.7776394522997516,0.003722546036391546,4.812068729462449e-05,0.0029118138392494565,0.5160294701282189,10.172619215374857,10.021482327851828,9.757539325458984,9.98388028956189
BLEND_opti,pressure,1.0,3.0,0,,,,0.9146042157247855,0.0009012672240936916,5.708990574395676e-06,0.0007089668781268003,0.971604266382176,1.0,1.0,1.0,1.0
ELM,pressure,1.0,3.0,75000,500.0,100.0,1.0,3.9979571634967463,0.003939657933825283,0.00011025793764386957,0.0028836648731821513,0.4574210151328987,4.067418326792978,4.371242877257605,4.6329613116244746,4.357207505225019
Persistence_P,pressure,1.0,3.0,0,,,,0.9146042157247855,0.0009012672240936916,5.708990574395676e-06,0.0007089668781268003,0.971604266382176,1.0,1.0,1.0,1.0
Persistence_Pcyclic,pressure,1.0,3.0,0,,,,3.7778001096508818,0.003722711266214454,4.8341123968075114e-05,0.0029119370769195795,0.515532503085995,4.1072963586301325,4.130529954595862,4.1281709349094,4.121999082711798
BLEND_opti,pressure,1.0,6.0,0,,,,1.4752581457542673,0.001453749651377262,1.159844852132817e-05,0.0011370928574427526,0.9260135975215906,1.0,1.0,1.0,1.0
ELM,pressure,1.0,6.0,75000,500.0,100.0,1.0,4.387021997691999,0.004323061504919452,5.2763277692895035e-05,0.0031372218326152137,0.345732282380124,2.758984732056642,2.9737317569251656,3.172276246857617,2.968330911946475
Persistence_P,pressure,1.0,6.0,0,,,,1.4752581457542673,0.001453749651377262,1.159844852132817e-05,0.0011370928574427526,0.9260135975215906,1.0,1.0,1.0,1.0
Persistence_Pcyclic,pressure,1.0,6.0,0,,,,3.778056499104694,0.003722974405709131,4.864006567237074e-05,0.0029121538853015276,0.5147642785881035,2.5610519547636343,2.5609460350907307,2.5485295171341367,2.5568425023295007
BLEND_opti,pressure,1.0,10.0,0,,,,1.9817998383010076,0.0019529136760550341,1.978807789464515e-05,0.0015033883537499165,0.8662159971328166,1.0,1.0,1.0,1.0
ELM,pressure,1.0,10.0,75000,500.0,100.0,1.0,4.668624378023782,0.004600575809927866,-0.00016076868959340534,0.0033543490072397175,0.25755809624309955,2.2311926248949128,2.355749701759075,2.47017818092156,2.352373502525183
Persistence_P,pressure,1.0,10.0,0,,,,1.9817998383010076,0.0019529136760550341,1.978807789464515e-05,0.0015033883537499165,0.8662159971328166,1.0,1.0,1.0,1.0
Persistence_Pcyclic,pressure,1.0,10.0,0,,,,3.7784175984172754,0.0037233444362988993,4.899545657094646e-05,0.002912486602945046,0.51369972015767,1.9372816050359853,1.9065586369491805,1.8719170059145778,1.9052524159665811
