Method,quantity,LB_days,FH_hours,N_params,window,lambda_ridge,refit_every,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
ELM_rolling_1m,pressure,3.0,1.5,75000,1m,10.0,1008,20.01407744404756,0.019721548598369814,-0.0016545345134742384,0.006077074726724649,-12.376010631348166,38.012672665929614,93.12371881008956,144.11528303513094,91.75055817038337
Persistence_P,pressure,3.0,1.5,0,1m,,1008,0.21491922465921884,0.00021177793209256016,9.516465434129363e-07,0.00015986970398352104,0.9984575681529123,1.0,1.0,1.0,1.0
ELM_rolling_1m,pressure,3.0,3.0,75000,1m,10.0,1008,23.55227563540429,0.02320803193873777,-0.0020512511089838255,0.006568471056565653,-17.523421276995332,22.943017437891882,62.48409910794557,101.67373546645017,62.36695067076254
Persistence_P,pressure,3.0,3.0,0,1m,,1008,0.37693230712530745,0.00037142300633388823,1.8845709435362221e-06,0.00028629499473410144,0.9952555903691259,1.0,1.0,1.0,1.0
ELM_rolling_1m,pressure,3.0,9.0,75000,1m,10.0,1008,21.78236142675266,0.021463987069397582,-0.002226759683829913,0.00625107050739392,-14.844019677175611,8.81868217352067,23.819027839417934,39.34718388570301,23.99496463288054
Persistence_P,pressure,3.0,9.0,0,1m,,1008,0.9144941419777507,0.0009011277544198082,5.5086162201138785e-06,0.000708844063590775,0.9720734485806504,1.0,1.0,1.0,1.0
ELM_rolling_1m,pressure,3.0,18.0,75000,1m,10.0,1008,22.082283896855643,0.02175952582637577,-0.00191219860485564,0.0064790482147987,-15.28333776003105,5.700883386448511,14.97666451730719,24.718095749849347,15.131881217868349
Persistence_P,pressure,3.0,18.0,0,1m,,1008,1.4744460538150617,0.0014528953226688249,1.0967618760510167e-05,0.0011364989907002754,0.9274039103465708,1.0,1.0,1.0,1.0
ELM_rolling_1m,pressure,3.0,30.0,75000,1m,10.0,1008,21.549138512293826,0.021234172977061223,-0.002064556440176667,0.006488005753441111,-14.50655338939838,4.321494832487233,10.884593810580174,17.82345046008182,11.009846367716408
Persistence_P,pressure,3.0,30.0,0,1m,,1008,1.9797834340264837,0.0019508466137175397,1.819005997735865e-05,0.00150133368311977,0.8691147143164354,1.0,1.0,1.0,1.0
