Method,quantity,LB_days,FH_hours,N_params,window,lambda_ridge,refit_every,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
ELM_rolling_6m,GHI,1.0,0.5,27000,6m,25.0,336,81.54906639992096,0.2863437143170729,-0.002247469840558291,0.18893640637605896,0.894302575548124,0.8382146868744277,0.885290749971273,0.8916162961902034,0.8717072443453014
Persistence_P,GHI,1.0,0.5,0,6m,,336,92.11557491430602,0.3234459575301838,-0.00017845140127163397,0.22540335946698029,0.8651370820751016,1.0,1.0,1.0,1.0
ELM_rolling_6m,GHI,1.0,1.0,27000,6m,25.0,336,97.38921517673384,0.34196332146063224,-0.0010442826569745842,0.23715392465891802,0.8492531832747274,0.6709021420722164,0.7385206435748995,0.7831072609039899,0.7308433488503686
Persistence_P,GHI,1.0,1.0,0,6m,,336,131.87067419714828,0.46303827040679185,-0.004654953353584786,0.3534851206860368,0.723609653025939,1.0,1.0,1.0,1.0
ELM_rolling_6m,GHI,1.0,3.0,27000,6m,25.0,336,128.47726784875073,0.45112298282738394,0.009102223222869568,0.333380416554023,0.7376512477827921,0.45211851440479994,0.48761632122495774,0.5243927619892726,0.4880425325396767
Persistence_P,GHI,1.0,3.0,0,6m,,336,263.480245136173,0.9251597274145836,-0.08686247145788895,0.7373739538025954,-0.10337346557727178,1.0,1.0,1.0,1.0
ELM_rolling_6m,GHI,1.0,6.0,27000,6m,10.0,336,145.25856908259559,0.5100472641037355,0.012320406619720474,0.3770585282801129,0.6646410189977328,0.36503387387979364,0.38491478454314093,0.405496648410345,0.3851484356110932
Persistence_P,GHI,1.0,6.0,0,6m,,336,377.37851315585186,1.3250913827825959,-0.38439752877067274,1.0329412015178596,-1.263501340847506,1.0,1.0,1.0,1.0
ELM_rolling_6m,GHI,1.0,10.0,27000,6m,25.0,336,147.1477930029765,0.5166809071167113,0.0072416897026318,0.3820279152437042,0.6558609754213363,0.361937788931255,0.37585021183939354,0.3939987820211973,0.3772622609306153
Persistence_P,GHI,1.0,10.0,0,6m,,336,391.50647882527994,1.3746989913564205,-0.8115052421102767,1.05550712560789,-1.4361516788034479,1.0,1.0,1.0,1.0
