Method,quantity,LB_days,FH_hours,N_params,window,lambda_ridge,lambda_bc,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
ELM_rolling_1m,GHI,1.0,0.5,864,1m,10.0,1.0,105.69183190210194,0.7984635771837727,-0.06847813475458013,0.4332635586563851,0.7621593758477502,2.1396711818088407,2.062088947162331,1.991039295390618,2.064266474787263
Persistence_P,GHI,1.0,0.5,0,1m,,,51.254739543386776,0.38721102612113284,3.578595648163617e-18,0.20249072022838183,0.9440665964402623,1.0,1.0,1.0,1.0
ELM_rolling_1m,GHI,1.0,6.0,864,1m,10.0,1.0,134.0096714044772,1.0123946163214605,-0.010443030286797755,0.5913810777434146,0.6176373439485251,0.39456925369559886,0.429578109367509,0.4391375470831527,0.42109497004875357
Persistence_P,GHI,1.0,6.0,0,1m,,,311.95647190166846,2.3567183574881496,-6.95498902342204e-05,1.4988017241699518,-1.0720068420213837,1.0,1.0,1.0,1.0
