Method,quantity,LB_days,FH_hours,N_params,window,lambda_ridge,lambda_bc,refit_every,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
ELM_rolling_6m,GHI,1.0,0.5,27000,6m,25.0,0.75,336,58.02545719601589,0.40526813735538647,-0.017382041753286535,0.18866786306021896,0.9350543410454271,0.8343908069626808,0.8886750080449953,0.896921780204437,0.8733291984040377
Persistence_P,GHI,1.0,0.5,0,6m,,,336,65.29435020758224,0.4560363841523345,-0.0010963706301933506,0.22611450352263696,0.9177635803584099,1.0,1.0,1.0,1.0
ELM_rolling_6m,GHI,1.0,1.0,27000,6m,25.0,0.5,336,70.60533138600829,0.4931299557279847,-0.038598461464117294,0.23818165693918933,0.9038414342557216,0.6726800390002161,0.7554093734663815,0.8042443885000153,0.7441112669888711
Persistence_P,GHI,1.0,1.0,0,6m,,,336,93.4663162333006,0.6527983012245886,-0.005568762781886489,0.3540786750461504,0.8314909469403797,1.0,1.0,1.0,1.0
ELM_rolling_6m,GHI,1.0,3.0,27000,6m,25.0,0.5,336,92.47077376540642,0.645845117895783,-0.05858271458092522,0.32758195995358674,0.8350615272542063,0.44410963781512164,0.49519356155436905,0.5372087590255389,0.49217065279834316
Persistence_P,GHI,1.0,3.0,0,6m,,,336,186.73662370558452,1.3042276152955867,-0.08770080755623927,0.7376150663272834,0.3273765719850448,1.0,1.0,1.0,1.0
ELM_rolling_6m,GHI,1.0,6.0,27000,6m,25.0,0.5,336,104.2571158600212,0.7281646572452444,-0.06377233761004752,0.3716985262254511,0.7903357433798871,0.35985534190879304,0.3898086346560042,0.41444996179903,0.3880379794546091
Persistence_P,GHI,1.0,6.0,0,6m,,,336,267.4571740875503,1.868005458339399,-0.3849627029725141,1.0329109587586998,-0.3798169916488965,1.0,1.0,1.0,1.0
ELM_rolling_6m,GHI,1.0,10.0,27000,6m,25.0,0.25,336,110.10214729224076,0.7689882046292356,-0.08844085951200442,0.3905268651675466,0.7661676665992478,0.3700076591990039,0.396807659827603,0.41950922870679574,0.3954415159111342
Persistence_P,GHI,1.0,10.0,0,6m,,,336,277.46981330974234,1.9379368960854486,-0.8116782959547956,1.0554561654560417,-0.4850616033545039,1.0,1.0,1.0,1.0
