Method,quantity,LB_days,FH_hours,N_params,window,lambda_ridge,lambda_bc,refit_every,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
ELM_rolling_1m,GHI,1.0,0.5,27000,1m,10.0,1.0,336,97.44881609536309,0.3421725985151765,5.3984947314229614e-05,0.23174418953732512,0.8490686166780179,1.0281310362247449,1.0578972794342163,1.0319855680524541,1.0393379612371383
Persistence_P,GHI,1.0,0.5,0,1m,,,336,92.11557491430602,0.3234459575301838,-0.00017845140127163397,0.22540335946698029,0.8651370820751016,1.0,1.0,1.0,1.0
ELM_rolling_1m,GHI,1.0,1.0,27000,1m,10.0,1.0,336,111.43653576780605,0.3912877604986519,-0.002796653438219061,0.2710275545694059,0.8026297808331624,0.7667297396942794,0.8450441043564171,0.884666779691025,0.8321468745805737
Persistence_P,GHI,1.0,1.0,0,1m,,,336,131.87067419714828,0.46303827040679185,-0.004654953353584786,0.3534851206860368,0.723609653025939,1.0,1.0,1.0,1.0
ELM_rolling_1m,GHI,1.0,3.0,27000,1m,100.0,0.75,336,137.21065897163538,0.481788590210879,-0.031649024264473226,0.35121582816525154,0.7007720769287791,0.47630625729869025,0.5207626055635465,0.5598532766972054,0.518974046519814
Persistence_P,GHI,1.0,3.0,0,1m,,,336,263.480245136173,0.9251597274145836,-0.08686247145788895,0.7373739538025954,-0.10337346557727178,1.0,1.0,1.0,1.0
ELM_rolling_1m,GHI,1.0,6.0,27000,1m,100.0,1.0,336,153.03307241100762,0.5373459231602432,-0.0028681443971822662,0.3941490497317264,0.6277823069290371,0.3815793669112457,0.4055161252591166,0.4286524416617403,0.4052493112773676
Persistence_P,GHI,1.0,6.0,0,1m,,,336,377.37851315585186,1.3250913827825959,-0.38439752877067274,1.0329412015178596,-1.263501340847506,1.0,1.0,1.0,1.0
ELM_rolling_1m,GHI,1.0,10.0,27000,1m,100.0,0.75,336,153.76644655191822,0.5399210240751035,-0.03518743249864943,0.395113691438719,0.6242062313835142,0.37433540887861294,0.39275581597856657,0.4124274051857082,0.39317287668096257
Persistence_P,GHI,1.0,10.0,0,1m,,,336,391.50647882527994,1.3746989913564205,-0.8115052421102767,1.05550712560789,-1.4361516788034479,1.0,1.0,1.0,1.0
