Method,quantity,LB_days,FH_hours,N_params,window,lambda_ridge,refit_every,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
ELM_rolling_6m,humidity,3.0,1.5,75000,6m,100.0,1008,4.624994749128767,0.06498120220819299,0.002240073730048196,0.04746098647427891,0.8736561739153805,1.5448362858044065,1.3745460041793571,1.245785790106251,1.388389360030005
Persistence_P,humidity,3.0,1.5,0,6m,,1008,3.364743511724091,0.047274665242643954,2.413209552480569e-05,0.030722340555048307,0.9331293622349992,1.0,1.0,1.0,1.0
ELM_rolling_6m,humidity,3.0,3.0,75000,6m,100.0,1008,5.869216390956372,0.0824625232658309,0.0018049182204870136,0.06128158806300002,0.7965340315137126,1.2615486323316873,1.1591211176677936,1.0803714060228466,1.1670137186741092
Persistence_P,humidity,3.0,3.0,0,6m,,1008,5.063505704016085,0.07114228358788717,4.687606266738657e-05,0.04857647695256493,0.848562251678721,1.0,1.0,1.0,1.0
ELM_rolling_6m,humidity,3.0,9.0,75000,6m,100.0,1008,8.439851998179059,0.11857996798898114,0.0014948261549727233,0.08996141159516283,0.5792722107728245,0.9625952710827799,0.9386808571320591,0.9241974543893584,0.9418245275347324
Persistence_P,humidity,3.0,9.0,0,6m,,1008,8.991183674465507,0.12632618113815292,0.0001336341532934288,0.09345715099344848,0.5225089058476997,1.0,1.0,1.0,1.0
ELM_rolling_6m,humidity,3.0,18.0,75000,6m,100.0,1008,10.102492728959138,0.14194007959705382,0.0013273757778276185,0.10848468827661571,0.3971786439259005,0.7931532457063268,0.8132063411065713,0.8327559475099784,0.813038511440959
Persistence_P,humidity,3.0,18.0,0,6m,,1008,12.423037325572452,0.17454374421614657,0.0001930567690035092,0.13677645381127684,0.08843610233353572,1.0,1.0,1.0,1.0
ELM_rolling_6m,humidity,3.0,30.0,75000,6m,100.0,1008,11.21854081830075,0.15762056152219245,-0.0005433407123008935,0.12160524365429208,0.2566312819966957,0.7103966788815269,0.7427506266836181,0.7706767880209532,0.7412746978620328
Persistence_P,humidity,3.0,30.0,0,6m,,1008,15.104047597228615,0.2122119535946652,0.00022802694788612402,0.1711793527043955,-0.34746727821396295,1.0,1.0,1.0,1.0
