Method,quantity,LB_days,FH_hours,N_params,window,lambda_ridge,refit_every,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
ELM_rolling_1y,humidity,3.0,1.5,75000,1y,100.0,1008,4.523448442960349,0.06355447603604587,-0.0026926394102436014,0.046503982182082876,0.8791432737546079,1.5136861756595992,1.3443664954546681,1.215382506815114,1.3578117259764604
Persistence_P,humidity,3.0,1.5,0,1y,,1008,3.364743511724091,0.047274665242643954,2.413209552480569e-05,0.030722340555048307,0.9331293622349992,1.0,1.0,1.0,1.0
ELM_rolling_1y,humidity,3.0,3.0,75000,1y,100.0,1008,5.665737612240451,0.07960364528174105,-0.0028944126551212605,0.0590053070088386,0.8103973284652348,1.214688892865933,1.1189357617878677,1.048647614812951,1.1274240898222507
Persistence_P,humidity,3.0,3.0,0,1y,,1008,5.063505704016085,0.07114228358788717,4.687606266738657e-05,0.04857647695256493,0.848562251678721,1.0,1.0,1.0,1.0
ELM_rolling_1y,humidity,3.0,9.0,75000,1y,100.0,1008,8.190984614208382,0.1150833798460716,-0.002951026258083874,0.0875960336641147,0.6037185377372322,0.9372855124832057,0.9110018114155928,0.8987507799267482,0.9156793679418489
Persistence_P,humidity,3.0,9.0,0,1y,,1008,8.991183674465507,0.12632618113815292,0.0001336341532934288,0.09345715099344848,0.5225089058476997,1.0,1.0,1.0,1.0
ELM_rolling_1y,humidity,3.0,18.0,75000,1y,100.0,1008,9.836862619628318,0.1382079750686623,-0.0031106380347380716,0.10563675223861231,0.4284624763415722,0.7723314159348592,0.7918242827283011,0.8136707283997909,0.7926088090209836
Persistence_P,humidity,3.0,18.0,0,1y,,1008,12.423037325572452,0.17454374421614657,0.0001930567690035092,0.13677645381127684,0.08843610233353572,1.0,1.0,1.0,1.0
ELM_rolling_1y,humidity,3.0,30.0,75000,1y,100.0,1008,10.778208125733121,0.1514338847178555,-0.0026942293410901746,0.11720213741400108,0.3138411526071737,0.6846744981936808,0.7135973358367047,0.7390421052913915,0.7124379797739256
Persistence_P,humidity,3.0,30.0,0,1y,,1008,15.104047597228615,0.2122119535946652,0.00022802694788612402,0.1711793527043955,-0.34746727821396295,1.0,1.0,1.0,1.0
