Method,quantity,LB_days,FH_hours,N_params,window,lambda_ridge,lambda_bc,refit_every,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
ELM_rolling_6m,humidity,1.0,0.5,27000,6m,10.0,1.0,1008,2.133500891660775,0.030161998656626478,0.0003491866967076008,0.02060933150529527,0.9736458492810827,1.525510138590757,1.3314007618364827,1.1989912349496852,1.3519673784589747
Persistence_P,humidity,1.0,0.5,0,6m,,,1008,1.6024483031825116,0.022654334833804798,3.3540510375758587e-06,0.01350979648311866,0.9851327233417698,1.0,1.0,1.0,1.0
ELM_rolling_6m,humidity,1.0,1.0,27000,6m,10.0,1.0,1008,3.02622074149429,0.042782670631346005,0.00041447250493872694,0.02892852980707494,0.9469769659458708,1.2505139935690028,1.145905809951681,1.0694144809329267,1.15527809481787
Persistence_P,humidity,1.0,1.0,0,6m,,,1008,2.6408983314447942,0.03733524191935985,6.708102397656655e-06,0.023133311546968047,0.9596199611642092,1.0,1.0,1.0,1.0
ELM_rolling_6m,humidity,1.0,3.0,27000,6m,25.0,1.0,1008,5.304855968801867,0.07499648077486697,0.0008488381782835126,0.053655735650449066,0.8370664343236083,1.1043879826375211,1.0401966656970842,0.9971561783079833,1.0472469422141963
Persistence_P,humidity,1.0,3.0,0,6m,,,1008,5.09985865533114,0.0720983668262466,1.8415031341587575e-05,0.048584135733084836,0.8494157163970729,1.0,1.0,1.0,1.0
ELM_rolling_6m,humidity,1.0,6.0,27000,6m,100.0,1.0,1008,7.249409717263109,0.10248727198010052,0.001101941555032534,0.07646351043819288,0.6957233268816847,1.04204769228155,0.9919243039703443,0.9626542456437163,0.9988754139652035
Persistence_P,humidity,1.0,6.0,0,6m,,,1008,7.308430379461543,0.10332166635082732,4.1474134442143056e-05,0.07337812943165492,0.6907486555766358,1.0,1.0,1.0,1.0
ELM_rolling_6m,humidity,1.0,10.0,27000,6m,100.0,0.75,1008,9.04718341246064,0.12790298565119093,0.000611848117565764,0.09822384995407962,0.5260962366280012,0.9996172929980185,0.9672998589524033,0.9497955922799105,0.9722375814101109
Persistence_P,humidity,1.0,10.0,0,6m,,,1008,9.353028772545095,0.13222682135993621,6.0695427968651546e-05,0.09826145530104823,0.49351345967834903,1.0,1.0,1.0,1.0
