Method,quantity,LB_days,FH_hours,N_params,window,lambda_ridge,lambda_bc,refit_every,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
ELM_rolling_1m,temperature,1.0,0.5,27000,1m,10.0,1.0,1008,0.7075541615249862,0.03666751289460302,0.0012084886898994826,0.023970902079092766,0.9858266405218113,2.528308090988815,2.6218151558334015,2.883066705602604,2.6777299841416067
Persistence_P,temperature,1.0,0.5,0,1m,,,1008,0.2698718710015522,0.013985544638041978,3.0737192247926426e-06,0.009481005168843091,0.9979380949468619,1.0,1.0,1.0,1.0
ELM_rolling_1m,temperature,1.0,1.0,27000,1m,10.0,1.0,1008,0.7790148351193703,0.040370812674271644,0.0011579617436965096,0.028238408575045747,0.9828191407737875,1.7290939271934302,1.7261321463084283,1.7505497147513014,1.7352585960843865
Persistence_P,temperature,1.0,1.0,0,1m,,,1008,0.45130660290719976,0.023388019718310785,5.733668553940112e-06,0.0163313329200576,0.9942337057797376,1.0,1.0,1.0,1.0
ELM_rolling_1m,temperature,1.0,3.0,27000,1m,25.0,1.0,1008,1.172616598168677,0.06076839989337992,-0.0006666811866909942,0.04444095863326969,0.9610716947121359,1.2525747316255011,1.2501508341731404,1.2686476085322054,1.2571243914436157
Persistence_P,temperature,1.0,3.0,0,1m,,,1008,0.9379800949733036,0.04860885441361371,1.690545573635953e-05,0.03547968637016764,0.9750918961676378,1.0,1.0,1.0,1.0
ELM_rolling_1m,temperature,1.0,6.0,27000,1m,50.0,1.0,1008,1.557390402008495,0.08070849661105536,-0.0006933703413180917,0.06069294543692121,0.9313329467415058,1.043773383479634,1.04010583366795,1.0503578628402002,1.0447456933292614
Persistence_P,temperature,1.0,6.0,0,1m,,,1008,1.497338397301679,0.07759642720821548,3.404735141308773e-05,0.05814762705922692,0.9365263684899408,1.0,1.0,1.0,1.0
ELM_rolling_1m,temperature,1.0,10.0,27000,1m,50.0,1.0,1008,1.9765924854237333,0.10243276682938536,0.0018444143902236721,0.07861461889224991,0.8893917037222346,0.9116991328585436,0.9251965098325841,0.9407130486969535,0.9258695637960269
Persistence_P,temperature,1.0,10.0,0,1m,,,1008,2.1364028770292283,0.1107146057521561,6.67351731690558e-05,0.08622868670036074,0.8707829769827672,1.0,1.0,1.0,1.0
