Method,quantity,LB_days,FH_hours,N_params,window,lambda_ridge,refit_every,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
ELM_rolling_6m,PAC,1.0,0.5,27000,6m,10.0,336,354.5556942716673,0.12917449192034408,0.002167015259386619,0.07299950271845887,0.9568880193197855,0.44608411050970853,0.6279336282700906,0.7628478957879915,0.6122885448559302
Persistence_P,PAC,1.0,0.5,0,6m,,336,564.6388062516118,0.20571360746550554,-0.0006175238903751921,0.16364515345558384,0.8906621594252359,1.0,1.0,1.0,1.0
ELM_rolling_6m,PAC,1.0,1.0,27000,6m,10.0,336,446.04228330690887,0.16250559856193617,0.003534512216092278,0.09473245047465054,0.9317690988391436,0.3217781844274412,0.45772048884587674,0.5785504962024677,0.4526830564919286
Persistence_P,PAC,1.0,1.0,0,6m,,336,974.4861638848329,0.3550323888093524,-0.006639383671006423,0.2944029616029239,0.6743280151140731,1.0,1.0,1.0,1.0
ELM_rolling_6m,PAC,1.0,3.0,27000,6m,10.0,336,598.2905524643984,0.21797387373537502,0.0037619906341042125,0.13206923433153833,0.8772410015132748,0.18659328933394848,0.261304101854317,0.32713773930170276,0.2583450434966561
Persistence_P,PAC,1.0,3.0,0,6m,,336,2289.6332212877355,0.8341770075117322,-0.11711759691016711,0.7077919833181797,-0.797880749437242,1.0,1.0,1.0,1.0
ELM_rolling_6m,PAC,1.0,6.0,27000,6m,25.0,336,674.1861535794683,0.24562475023072308,0.0050453077502564826,0.15299948449157358,0.8441206076606711,0.15001010069874193,0.2084578099235143,0.26047983722402474,0.20631591594876034
Persistence_P,PAC,1.0,6.0,0,6m,,336,3234.1611658821294,1.1782947845458311,-0.47613307757216794,1.0199278833819003,-2.5871733354980195,1.0,1.0,1.0,1.0
ELM_rolling_6m,PAC,1.0,10.0,27000,6m,25.0,336,683.4816625079458,0.24901136243968416,0.006595549847967901,0.15491501338175734,0.8397925230526696,0.1500842299608336,0.20923730624816492,0.2622515887224075,0.207191041643802
Persistence_P,PAC,1.0,10.0,0,6m,,336,3266.5382419772964,1.1900906530709463,-0.9327600691294154,1.0321871486576863,-2.6593549775166507,1.0,1.0,1.0,1.0
