Method,quantity,LB_days,FH_hours,N_params,window,lambda_ridge,lambda_bc,refit_every,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
ELM_rolling_1m,PAC,1.0,0.5,27000,1m,10.0,0.75,336,262.4518709626074,0.19169034585629427,-0.005469914680690842,0.07884719135334033,0.9793596464734671,0.4814651340421304,0.6581597842823835,0.7854939534014813,0.6417062905753318
Persistence_P,PAC,1.0,0.5,0,1m,,,336,398.7661920862707,0.29125198839868577,-0.0007608649071733448,0.1637651114866416,0.9523509279103761,1.0,1.0,1.0,1.0
ELM_rolling_1m,PAC,1.0,1.0,27000,1m,10.0,0.75,336,332.1400241917999,0.2425893779172758,-0.006607090791035241,0.10126661928857339,0.9669432455884267,0.34385462513156206,0.48261761512965395,0.6017052706519871,0.47605917030440104
Persistence_P,PAC,1.0,1.0,0,1m,,,336,688.2053488714276,0.5026533850243008,-0.006781860974937274,0.29450416509543187,0.858076643792643,1.0,1.0,1.0,1.0
ELM_rolling_1m,PAC,1.0,3.0,27000,1m,10.0,1.0,336,441.0275901455307,0.3221189888153232,0.00013660676159343393,0.1383490884984698,0.9417160061268055,0.19545417301314486,0.27274678769240307,0.3413865039777582,0.2698624882277687
Persistence_P,PAC,1.0,3.0,0,1m,,,336,1616.9854606790475,1.1810184513652306,-0.1172442283694906,0.7078338945936213,0.21651621054777448,1.0,1.0,1.0,1.0
ELM_rolling_1m,PAC,1.0,6.0,27000,1m,10.0,1.0,336,495.6829620276885,0.36203833517230877,0.003466584749556856,0.1572391185248483,0.9263749219945971,0.15416733058807056,0.21702130743767312,0.2726041443339834,0.214597594119909
Persistence_P,PAC,1.0,6.0,0,1m,,,336,2284.029010239213,1.6682156210688366,-0.47620821558901616,1.0199250251337972,-0.5632232899603895,1.0,1.0,1.0,1.0
ELM_rolling_1m,PAC,1.0,10.0,27000,1m,10.0,1.0,336,497.1854826878041,0.363135750496259,0.002844303442579012,0.15837256568350094,0.9259278989151791,0.15343465013515098,0.2155215686294292,0.27093839727216074,0.2132982053455803
Persistence_P,PAC,1.0,10.0,0,1m,,,336,2306.8943208309315,1.6849160518158612,-0.932769713324997,1.0321825320682156,-0.5946786695511452,1.0,1.0,1.0,1.0
