Method,quantity,LB_days,FH_hours,N_params,window,lambda_ridge,lambda_bc,refit_every,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
ELM_rolling_1y,PAC,1.0,0.5,27000,1y,25.0,0.75,336,349.13771022881895,0.1272005697770116,-0.004287004629354404,0.06942597547825016,0.9581955450646571,0.42424706147557,0.6183381417699403,0.7608444225586287,0.6011432086013797
Persistence_P,PAC,1.0,0.5,0,1y,,,336,564.6388062516118,0.20571360746550554,-0.0006175238903751921,0.16364515345558384,0.8906621594252359,1.0,1.0,1.0,1.0
ELM_rolling_1y,PAC,1.0,1.0,27000,1y,25.0,0.75,336,438.8513065918465,0.15988572591967795,-0.006236632320738485,0.0905198619673512,0.933951366305789,0.3074692641490472,0.4503412391637722,0.5758368192226808,0.44454910751183335
Persistence_P,PAC,1.0,1.0,0,1y,,,336,974.4861638848329,0.3550323888093524,-0.006639383671006423,0.2944029616029239,0.6743280151140731,1.0,1.0,1.0,1.0
ELM_rolling_1y,PAC,1.0,3.0,27000,1y,50.0,0.5,336,585.9037707762004,0.21346102495885755,-0.02206246891858858,0.12907229917620403,0.8822714940021056,0.18235908602850207,0.2558941603959941,0.3207518440940393,0.25300169683951185
Persistence_P,PAC,1.0,3.0,0,1y,,,336,2289.6332212877355,0.8341770075117322,-0.11711759691016711,0.7077919833181797,-0.797880749437242,1.0,1.0,1.0,1.0
ELM_rolling_1y,PAC,1.0,6.0,27000,1y,100.0,0.5,336,661.316116438606,0.24093583806395633,-0.028195160019740328,0.152631842334082,0.8500151959558729,0.14964964172563047,0.20447840491530656,0.25395585641495055,0.20269463435196253
Persistence_P,PAC,1.0,6.0,0,1y,,,336,3234.1611658821294,1.1782947845458311,-0.47613307757216794,1.0199278833819003,-2.5871733354980195,1.0,1.0,1.0,1.0
ELM_rolling_1y,PAC,1.0,10.0,27000,1y,50.0,0.5,336,669.617228984843,0.24396016403829016,-0.027123359752415813,0.15593173169392088,0.8462262216974631,0.1510692434959137,0.2049929250421116,0.25336925382987235,0.20314380745596586
Persistence_P,PAC,1.0,10.0,0,1y,,,336,3266.5382419772964,1.1900906530709463,-0.9327600691294154,1.0321871486576863,-2.6593549775166507,1.0,1.0,1.0,1.0
