Method,quantity,LB_days,FH_hours,N_params,window,lambda_ridge,refit_every,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
ELM_rolling_1m,PAC,1.0,0.5,27000,1m,25.0,336,1018.3765903985033,0.4255391411390709,-0.00037450094734625423,0.20137214394417383,0.9319986516961385,0.8412200608025223,0.8688968792062938,0.881774375813105,0.8639637719406403
Persistence_P,PAC,1.0,0.5,0,1m,,336,1172.0338912124462,0.489746425983007,-0.00041580003807339125,0.23938105298162432,0.9099298161859053,1.0,1.0,1.0,1.0
ELM_rolling_1m,PAC,1.0,1.0,27000,1m,50.0,336,1249.5120883953996,0.5221214882115447,-0.0005372715160526222,0.25805564596426245,0.897627895147673,0.6851984966827916,0.7339822835869351,0.772435411337106,0.7305387305356109
Persistence_P,PAC,1.0,1.0,0,1m,,336,1702.3736353541067,0.7113543472193399,-0.002879395089049334,0.37661443685818197,0.8099751150765557,1.0,1.0,1.0,1.0
ELM_rolling_1m,PAC,1.0,3.0,27000,1m,25.0,336,1720.3429363111954,0.7188630045944636,0.004264236621081769,0.3652192486964414,0.8059423508797269,0.4522598976166633,0.49302903783307994,0.5328541556231912,0.4927143636909781
Persistence_P,PAC,1.0,3.0,0,1m,,336,3489.3339018575925,1.4580540889720213,-0.08231759471271496,0.8075428544982386,0.2016638988682139,1.0,1.0,1.0,1.0
ELM_rolling_1m,PAC,1.0,6.0,27000,1m,25.0,336,1932.883143034364,0.807675117794263,0.003025983949734761,0.41187764513207487,0.7550305620472978,0.3736245359416784,0.40339965724596,0.43629546689290943,0.40443988669351594
Persistence_P,PAC,1.0,6.0,0,1m,,336,4791.484346393112,2.002171056139022,-0.40745239299291963,1.102383825232419,-0.5053616780675527,1.0,1.0,1.0,1.0
ELM_rolling_1m,PAC,1.0,10.0,27000,1m,25.0,336,1960.2284564014403,0.819101638468556,-0.002635614402358602,0.4205213538399069,0.7480501595275495,0.39129951658351225,0.413086027023593,0.4418461520738347,0.41541056522697994
Persistence_P,PAC,1.0,10.0,0,1m,,336,4745.327433429463,1.9828839149327455,-0.8521203582667777,1.0746789505684402,-0.4764987308591142,1.0,1.0,1.0,1.0
