Method,LB_days,FH_hours,N_params,n_hidden,n_candidates,lambda_ridge,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
ELM_nocyclic,1.0,0.5,25000,500,100,25.0,1390.758767874862,0.29241640196137186,-0.0018012281870726152,0.19042529575318481,0.898516746292995,0.7965531270204924,0.8428832225052697,0.8657514385915058,0.8350625960390893
ELM_nocyclic,1.0,1.0,25000,500,100,25.0,1707.642990445386,0.35904344494165147,-0.005979637348259635,0.24432388504873057,0.8470022904418419,0.6490988284529222,0.7122333958745822,0.7619683963053009,0.7077668735442685
ELM_nocyclic,1.0,3.0,25000,500,100,25.0,2390.0645232330594,0.5024197917172158,-0.019052773021637312,0.35639150777020434,0.7002807673588141,0.4412214380470807,0.4858342598729399,0.5286223864568795,0.48522602812563337
ELM_nocyclic,1.0,6.0,25000,500,100,25.0,2679.761763601926,0.5632538936155819,-0.035445678660159775,0.40572512251221055,0.6232127427808534,0.36793630868826493,0.3966182069846931,0.4286100838787162,0.3977215331838914
ELM_nocyclic,1.0,10.0,25000,500,100,25.0,2726.537670092439,0.5730856300841128,-0.032326859766136785,0.4156018939246072,0.6099441109688866,0.3868265948602976,0.40761901702516323,0.43501587424203464,0.4098204953758318
