Method,quantity,LB_days,FH_hours,N_params,window,lambda_ridge,lambda_bc,constraints,gamma1,gamma2,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
ELM_rolling_6m_c1,PAC,1.0,0.5,27000,6m,25.0,1.0,c1,100.0,0.0,2108.4871183769415,0.44269136218226457,0.013097433619325182,0.3045646328961933,0.7668900750712973,1.2728086391680247,1.2751325153908513,1.2396620672213599,1.2625344072600786
Persistence_P,PAC,1.0,0.5,0,6m,,,c1,100.0,0.0,1653.5435281647192,0.34717282857975873,-0.00029020763524014993,0.2392854852833753,0.8566326941601072,1.0,1.0,1.0,1.0
ELM_rolling_6m_c1,PAC,1.0,1.0,27000,6m,25.0,1.0,c1,100.0,0.0,2216.710354497833,0.46541357442656317,0.013745933807656934,0.32727259403932285,0.7423460764927725,0.8691665521135559,0.9229483139012808,0.9510233031772721,0.914379389730703
Persistence_P,PAC,1.0,1.0,0,6m,,,c1,100.0,0.0,2401.7708479555595,0.5042682969529149,-0.0027541122237438715,0.37653611179985325,0.6975302142441537,1.0,1.0,1.0,1.0
ELM_rolling_6m_c1,PAC,1.0,3.0,27000,6m,25.0,1.0,c1,100.0,0.0,2803.296582073777,0.5885713845263671,0.01707143749737099,0.42841624121079475,0.5879433234699248,0.530534160239559,0.5694413411536398,0.6017283946039176,0.5672346319990388
Persistence_P,PAC,1.0,3.0,0,6m,,,c1,100.0,0.0,4922.8891186483515,1.033594405587012,-0.0822022928318707,0.8075186732883446,-0.270746635021359,1.0,1.0,1.0,1.0
ELM_rolling_6m_c1,PAC,1.0,6.0,27000,6m,25.0,1.0,c1,100.0,0.0,2814.450728103898,0.5909132741480858,0.012636321687654942,0.43117657036575135,0.5846577030663433,0.3911265106157061,0.4163378825957837,0.4397608834176937,0.4157417588763945
Persistence_P,PAC,1.0,6.0,0,6m,,,c1,100.0,0.0,6760.015952803427,1.4193118110316056,-0.40737794255866905,1.1023966892118846,-1.396151657556775,1.0,1.0,1.0,1.0
ELM_rolling_6m_c1,PAC,1.0,10.0,27000,6m,25.0,1.0,c1,100.0,0.0,2803.096806575236,0.5885294402873871,0.012630134746048112,0.43055795730628776,0.588002051394257,0.40063518310701196,0.4186916188877556,0.439060009473523,0.4194622704894302
Persistence_P,PAC,1.0,10.0,0,6m,,,c1,100.0,0.0,6694.895909360681,1.405639410339289,-0.852101777981559,1.0746883335787392,-1.3502091813392534,1.0,1.0,1.0,1.0
