Method,quantity,LB_days,FH_hours,N_params,window,lambda_ridge,lambda_bc,constraints,gamma1,gamma2,refit_every,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
ELM_rolling_3m_none,PAC,1.0,0.5,864,3m,25.0,0.5,none,0.0,0.0,48,2914.9326899955267,1.1806898580610672,-0.4099072737979994,0.8063618147484156,-0.06283663188540634,2.0940679066979686,2.030345079844723,1.9564361794642133,2.0269497220023016
Persistence_P,PAC,1.0,0.5,0,3m,,,none,0.0,0.0,48,1435.6833815749465,0.5815217668079182,-0.00048072891755390984,0.38506956348895455,0.7421739472804368,1.0,1.0,1.0,1.0
ELM_rolling_3m_none,PAC,1.0,6.0,864,3m,25.0,0.5,none,0.0,0.0,48,3587.084604483076,1.4529441544417487,-0.3509482302694839,1.0361255750714575,-0.6095063446936093,0.8687153466539187,0.8740328781865038,0.8721853166564307,0.8716445138322845
Persistence_P,PAC,1.0,6.0,0,3m,,,none,0.0,0.0,48,4104.06140776509,1.662344965164703,-0.6555614634166798,1.1927101081641558,-1.1068671597302466,1.0,1.0,1.0,1.0
