Method,quantity,LB_days,FH_hours,N_params,window,lambda_ridge,lambda_bc,constraints,gamma1,gamma2,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
ELM_rolling_6m_c1,PAC,1.0,0.5,27000,6m,25.0,1.0,c1,10.0,0.0,1497.6036655490882,0.625789107500109,0.018511883929815343,0.3047623051279143,0.8529400217328754,1.2720715488301817,1.2777590567532482,1.2516457359349349,1.2671587805061215
Persistence_P,PAC,1.0,0.5,0,6m,,,c1,10.0,0.0,1172.054823351798,0.4897551726929038,-0.00021732197195218733,0.2395795310477456,0.9099265989095293,1.0,1.0,1.0,1.0
ELM_rolling_6m_c1,PAC,1.0,1.0,27000,6m,25.0,1.0,c1,10.0,0.0,1578.9568482619438,0.6597833723201709,0.020595259905722016,0.32803772039111495,0.8365288073563107,0.8651563943498243,0.9270481786776881,0.9628985136920593,0.9183676955731905
Persistence_P,PAC,1.0,1.0,0,6m,,,c1,10.0,0.0,1703.2090505955337,0.711703434077466,-0.0003280273210753594,0.3791658046261559,0.8097885653863187,1.0,1.0,1.0,1.0
ELM_rolling_6m_c1,PAC,1.0,3.0,27000,6m,25.0,1.0,c1,10.0,0.0,2003.8259610684372,0.8373193045723504,0.022601666325142548,0.4303853338635673,0.7367182799868759,0.4841552137764618,0.556960652536884,0.6029131633769597,0.5480096765634351
Persistence_P,PAC,1.0,3.0,0,6m,,,c1,10.0,0.0,3597.7872977943207,1.5033724568485565,-0.0009196268938369658,0.8889408223171166,0.15126584992755576,1.0,1.0,1.0,1.0
ELM_rolling_6m_c1,PAC,1.0,6.0,27000,6m,25.0,1.0,c1,10.0,0.0,2014.3370452778336,0.8417114693069666,0.018651252788097986,0.4330337685677979,0.7339489431976765,0.2870500079893753,0.3653384251260316,0.4109931489642421,0.35446052735988304
Persistence_P,PAC,1.0,6.0,0,6m,,,c1,10.0,0.0,5513.619446361119,2.303922641087095,-0.0012706146186461326,1.5085656036066928,-0.9933074214712811,1.0,1.0,1.0,1.0
ELM_rolling_6m_c1,PAC,1.0,10.0,27000,6m,25.0,1.0,c1,10.0,0.0,2004.4078042954302,0.8375624337540565,0.01758865433189107,0.4318546165336555,0.7365653615908058,0.22418162971781702,0.3127697139410578,0.36422853569336144,0.3003932931174121
Persistence_P,PAC,1.0,10.0,0,6m,,,c1,10.0,0.0,6408.573832289803,2.677888543619978,-0.00037723499131814823,1.9263604117663058,-1.692920255249347,1.0,1.0,1.0,1.0
