Method,quantity,LB_days,FH_hours,N_params,window,lambda_ridge,lambda_bc,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
ELM_rolling_3m,PAC,1.0,0.5,864,3m,10.0,1.0,1996.5625684469087,0.8087051833616227,0.15011099165914363,0.615699836168535,0.5013735612922212,1.5989314517354625,1.390670529498417,1.3127285575327168,1.4341101795888653
Persistence_P,PAC,1.0,0.5,0,3m,,,1435.6833815749465,0.5815217668079182,-0.00048072891755390984,0.38506956348895455,0.7421739472804368,1.0,1.0,1.0,1.0
ELM_rolling_3m,PAC,1.0,6.0,864,3m,10.0,0.75,2489.835840723836,1.0085049083531652,0.1694244337212818,0.8031031619865323,0.22455521167435244,0.6733431338338244,0.6066760687383824,0.5911105354506411,0.6237099126742827
Persistence_P,PAC,1.0,6.0,0,3m,,,4104.06140776509,1.662344965164703,-0.6555614634166798,1.1927101081641558,-1.1068671597302466,1.0,1.0,1.0,1.0
