Method,quantity,LB_days,FH_hours,N_params,n_hidden,n_candidates,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
ELM_nocyclic,PAC,1.0,0.5,25000,500,100,1397.1196169071927,0.2937538133302003,-0.0007980366253553322,0.1903459628035534,0.8975863249103975,0.7962212755778848,0.8467382785035381,0.8717764473949615,0.8382453338254615
ELM_nocyclic,PAC,1.0,1.0,25000,500,100,1709.8162303241252,0.35950038326957656,-0.0047104619098686925,0.24415477898628565,0.8466126161306028,0.6486495619107036,0.7131398230537673,0.7619261307923785,0.7079051719189499
ELM_nocyclic,PAC,1.0,3.0,25000,500,100,2395.991444999949,0.5036657006751953,-0.016242684031030432,0.35629618089243525,0.698792426759493,0.44110342103158845,0.4870390397531276,0.530397571166736,0.48618001065048405
ELM_nocyclic,PAC,1.0,6.0,25000,500,100,2704.184698749535,0.5683873026753938,-0.031444834389462904,0.4092777715288702,0.6163134841828419,0.37115806768894255,0.4002329241133263,0.4332528149811285,0.4015479355944658
ELM_nocyclic,PAC,1.0,10.0,25000,500,100,2734.1749565982245,0.574690896425125,-0.028906124968615433,0.4173312978635829,0.6077558846369773,0.3884362589321685,0.4087607959385359,0.4357041160225874,0.4109670569644306
