Method,quantity,LB_days,FH_hours,N_params,window,lambda_ridge,lambda_bc,constraints,gamma1,gamma2,refit_every,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
ELM_rolling_1m_none,PAC,1.0,0.5,27000,1m,50.0,0.25,none,0.0,0.0,1,1581.5273629041367,0.3320525397145882,-0.04901042853324509,0.21425223757122513,0.8688487962792233,0.8953833422762589,0.9564473725463316,0.9780086058142761,0.9432797735456222
Persistence_P,PAC,1.0,0.5,0,1m,,,none,0.0,0.0,1,1653.5435281647192,0.34717282857975873,-0.00029020763524014993,0.2392854852833753,0.8566326941601072,1.0,1.0,1.0,1.0
ELM_rolling_1m_none,PAC,1.0,1.0,27000,1m,100.0,0.25,none,0.0,0.0,1,1876.521448176509,0.39398857541845506,-0.07983476891898549,0.2601002222238827,0.8153599429446476,0.6907709886857764,0.7813074464509575,0.8378201440362032,0.7699661930576457
Persistence_P,PAC,1.0,1.0,0,1m,,,none,0.0,0.0,1,2401.7708479555595,0.5042682969529149,-0.0027541122237438715,0.37653611179985325,0.6975302142441537,1.0,1.0,1.0,1.0
ELM_rolling_1m_none,PAC,1.0,3.0,27000,1m,50.0,0.25,none,0.0,0.0,1,2426.6122022247946,0.5094839100169232,-0.11305540671151437,0.345974830406011,0.6912410078758274,0.4284418947207083,0.4929244075460824,0.5423711473772647,0.4879124832146851
Persistence_P,PAC,1.0,3.0,0,1m,,,none,0.0,0.0,1,4922.8891186483515,1.033594405587012,-0.0822022928318707,0.8075186732883446,-0.270746635021359,1.0,1.0,1.0,1.0
ELM_rolling_1m_none,PAC,1.0,6.0,27000,1m,25.0,0.75,none,0.0,0.0,1,2603.7667396057495,0.5466787227271441,-0.0458218363412031,0.38162311710835745,0.6445135835796596,0.34617585560891334,0.38517168565644416,0.421177603641275,0.38417504830221083
Persistence_P,PAC,1.0,6.0,0,1m,,,none,0.0,0.0,1,6760.015952803427,1.4193118110316056,-0.40737794255866905,1.1023966892118846,-1.396151657556775,1.0,1.0,1.0,1.0
ELM_rolling_1m_none,PAC,1.0,10.0,27000,1m,25.0,0.75,none,0.0,0.0,1,2622.0548429185146,0.5505184357122014,-0.03895356949428048,0.3863113681703267,0.6395023793223376,0.35946362875634846,0.39164982972362655,0.42353843037757055,0.3915506296191819
Persistence_P,PAC,1.0,10.0,0,1m,,,none,0.0,0.0,1,6694.895909360681,1.405639410339289,-0.852101777981559,1.0746883335787392,-1.3502091813392534,1.0,1.0,1.0,1.0
