Method,quantity,LB_days,FH_hours,N_params,n_hidden,n_candidates,lambda_tikhonov,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
BLEND_opti,PAC,1.0,0.5,0,,,,1804.614406847459,0.6019146824608608,-0.008531634643319169,0.3194844316711503,0.8010682247156864,0.969967421430308,0.9783848326706484,0.9962061054685264,0.9815194531898276
ELM,PAC,1.0,0.5,432,8.0,2.0,10.0,2307.796097918509,0.7697469055950249,0.31126698460496816,0.5290047826221115,0.6746654497743279,1.606079527068877,1.2511884480875883,1.1641661139700297,1.3404780297088317
Persistence_P,PAC,1.0,0.5,0,,,,1844.4832202902132,0.6152126058800853,-6.372997347499629e-19,0.3293764559638926,0.7921812465916855,1.0,1.0,1.0,1.0
Persistence_Pcyclic,PAC,1.0,0.5,0,,,,2431.828491985517,0.8111169172753173,-0.03533726250925794,0.4221329205078036,0.6387555338341862,1.2816123097580456,1.3184335131023257,1.330831150548264,1.3102923244695452
BLEND_opti,PAC,1.0,6.0,0,,,,2272.1994373235934,0.7499130639911081,-0.06786927523958561,0.4006241609715266,0.6861074449678571,0.2755658480556522,0.37469643033947575,0.43248964927926103,0.3609173092247963
ELM,PAC,1.0,6.0,432,8.0,4.0,10.0,2354.8636359673055,0.7771954237474746,0.24633292631492396,0.5476527026464632,0.6628527311753911,0.37669815289914194,0.3883281475381897,0.40247654409041234,0.38916761484258133
Persistence_P,PAC,1.0,6.0,0,,,,6064.107510351716,2.0013883327142596,-0.032965650020207835,1.4538237005719883,-1.2357431241541734,1.0,1.0,1.0,1.0
Persistence_Pcyclic,PAC,1.0,6.0,0,,,,2444.7022108043047,0.8068456031348811,-0.035337262509257936,0.4221329205078036,0.6366375461473532,0.29036046141063787,0.40314295329215116,0.46781813789463056,0.3871071841991398
