Method,quantity,LB_days,FH_hours,N_params,window,lambda_ridge,lambda_bc,constraints,gamma1,gamma2,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
ELM_rolling_1y_c1,PAC,1.0,0.5,27000,1y,25.0,1.0,c1,1.0,0.0,2078.619525255054,0.43642045572569016,-0.006964439121037118,0.2926122761773918,0.7734474967043452,1.2228584438828953,1.257069735298792,1.2417585055749552,1.2405622282522142
Persistence_P,PAC,1.0,0.5,0,1y,,,c1,1.0,0.0,1653.5435281647192,0.34717282857975873,-0.00029020763524014993,0.2392854852833753,0.8566326941601072,1.0,1.0,1.0,1.0
ELM_rolling_1y_c1,PAC,1.0,1.0,27000,1y,25.0,1.0,c1,1.0,0.0,2211.0047002170954,0.46421563309523306,-0.009644553783985488,0.31819986499165165,0.7436707351363313,0.8450713092846454,0.9205727107975982,0.9610163005407351,0.9088867735409929
Persistence_P,PAC,1.0,1.0,0,1y,,,c1,1.0,0.0,2401.7708479555595,0.5042682969529149,-0.0027541122237438715,0.37653611179985325,0.6975302142441537,1.0,1.0,1.0,1.0
ELM_rolling_1y_c1,PAC,1.0,3.0,27000,1y,25.0,1.0,c1,1.0,0.0,2840.4047763029453,0.5963625049502282,-0.02682023081754852,0.4250590298915888,0.5769620500251289,0.5263767191422097,0.5769792306601491,0.6162786841385243,0.573211544646961
Persistence_P,PAC,1.0,3.0,0,1y,,,c1,1.0,0.0,4922.8891186483515,1.033594405587012,-0.0822022928318707,0.8075186732883446,-0.270746635021359,1.0,1.0,1.0,1.0
ELM_rolling_1y_c1,PAC,1.0,6.0,27000,1y,25.0,1.0,c1,1.0,0.0,2856.976687255424,0.5998418915538151,-0.02365317335377426,0.42663791223829584,0.5720113484331921,0.38700942810641414,0.42262869010991244,0.4527185067161583,0.42078554164416165
Persistence_P,PAC,1.0,6.0,0,1y,,,c1,1.0,0.0,6760.015952803427,1.4193118110316056,-0.40737794255866905,1.1023966892118846,-1.396151657556775,1.0,1.0,1.0,1.0
ELM_rolling_1y_c1,PAC,1.0,10.0,27000,1y,25.0,1.0,c1,1.0,0.0,2859.8726681061185,0.6004499226375594,-0.025126134845814142,0.4281620486835595,0.5711432453584462,0.3984057845475712,0.4271720885320258,0.45476629993190887,0.42678139100383533
Persistence_P,PAC,1.0,10.0,0,1y,,,c1,1.0,0.0,6694.895909360681,1.405639410339289,-0.852101777981559,1.0746883335787392,-1.3502091813392534,1.0,1.0,1.0,1.0
