Method,quantity,LB_days,FH_hours,N_params,window,lambda_ridge,lambda_bc,constraints,gamma1,gamma2,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
ELM_rolling_1y_c1,PAC,1.0,0.5,27000,1y,25.0,1.0,c1,1.0,0.0,1474.1067905693776,0.6159706964205637,-0.004160026949598197,0.295470357384783,0.8575184594137041,1.2332871514215418,1.2577114663918048,1.2418291069732,1.2442759082621822
Persistence_P,PAC,1.0,0.5,0,1y,,,c1,1.0,0.0,1172.054823351798,0.4897551726929038,-0.00021732197195218733,0.2395795310477456,0.9099265989095293,1.0,1.0,1.0,1.0
ELM_rolling_1y_c1,PAC,1.0,1.0,27000,1y,25.0,1.0,c1,1.0,0.0,1568.2837626737019,0.655323513641814,-0.00611160924396067,0.32174083964927824,0.8387313313458595,0.8485491985926931,0.9207817220824098,0.9610637218138709,0.9101315474963245
Persistence_P,PAC,1.0,1.0,0,1y,,,c1,1.0,0.0,1703.2090505955337,0.711703434077466,-0.0003280273210753594,0.3791658046261559,0.8097885653863187,1.0,1.0,1.0,1.0
ELM_rolling_1y_c1,PAC,1.0,3.0,27000,1y,25.0,1.0,c1,1.0,0.0,2014.106783414461,0.8416152520171148,-0.023241137942763706,0.4286607299199249,0.7340097651051061,0.4822151476884324,0.5598181928790622,0.6073114466332371,0.5497815957335773
Persistence_P,PAC,1.0,3.0,0,1y,,,c1,1.0,0.0,3597.7872977943207,1.5033724568485565,-0.0009196268938369658,0.8889408223171166,0.15126584992755576,1.0,1.0,1.0,1.0
ELM_rolling_1y_c1,PAC,1.0,6.0,27000,1y,25.0,1.0,c1,1.0,0.0,2025.7167883859768,0.8464666121041194,-0.020409233251791878,0.42988616197868795,0.7309344082779168,0.28496351829241773,0.36740235848575115,0.4153017661639167,0.3558892143140285
Persistence_P,PAC,1.0,6.0,0,1y,,,c1,1.0,0.0,5513.619446361119,2.303922641087095,-0.0012706146186461326,1.5085656036066928,-0.9933074214712811,1.0,1.0,1.0,1.0
ELM_rolling_1y_c1,PAC,1.0,10.0,27000,1y,25.0,1.0,c1,1.0,0.0,2027.8695426641057,0.8473661626389957,-0.021610585065042747,0.43170075594880064,0.7303622257442488,0.22410175858678927,0.3164307060717036,0.3705571988835483,0.30369655451401373
Persistence_P,PAC,1.0,10.0,0,1y,,,c1,1.0,0.0,6408.573832289803,2.677888543619978,-0.00037723499131814823,1.9263604117663058,-1.692920255249347,1.0,1.0,1.0,1.0
