Method,quantity,LB_days,FH_hours,N_params,window,lambda_ridge,lambda_bc,refit_every,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
ELM_rolling_1y,PAC,1.0,0.5,27000,1y,25.0,0.75,336,988.3202563381329,0.4129797925617101,-0.016432649183602592,0.19473415234725713,0.9359533966991145,0.8128163182206444,0.8432372246135826,0.8667387683877127,0.8409307704073132
Persistence_P,PAC,1.0,0.5,0,1y,,,336,1172.054823351798,0.4897551726929038,-0.00021732197195218733,0.2395795310477456,0.9099265989095293,1.0,1.0,1.0,1.0
ELM_rolling_1y,PAC,1.0,1.0,27000,1y,25.0,0.75,336,1199.7343874761393,0.5013213634867897,-0.02403014758853299,0.24700870192852592,0.9056219667617078,0.6514530026568924,0.704396437452377,0.7535151093679306,0.7031215164924
Persistence_P,PAC,1.0,1.0,0,1y,,,336,1703.2090505955337,0.711703434077466,-0.0003280273210753594,0.3791658046261559,0.8097885653863187,1.0,1.0,1.0,1.0
ELM_rolling_1y,PAC,1.0,3.0,27000,1y,50.0,0.75,336,1664.5789151404329,0.6955614343313633,-0.044343849751590725,0.35769066896568724,0.8183190102527341,0.40237849357995437,0.46266740564705666,0.5112280439086383,0.4587579810452165
Persistence_P,PAC,1.0,3.0,0,1y,,,336,3597.7872977943207,1.5033724568485565,-0.0009196268938369658,0.8889408223171166,0.15126584992755576,1.0,1.0,1.0,1.0
ELM_rolling_1y,PAC,1.0,6.0,27000,1y,50.0,0.75,336,1880.6908198865742,0.7858660183159726,-0.05965377213086996,0.40697212196828636,0.7680814334630438,0.2697742285753391,0.34109913427699357,0.38821388447771343,0.33302908244334867
Persistence_P,PAC,1.0,6.0,0,1y,,,336,5513.619446361119,2.303922641087095,-0.0012706146186461326,1.5085656036066928,-0.9933074214712811,1.0,1.0,1.0,1.0
ELM_rolling_1y,PAC,1.0,10.0,27000,1y,100.0,0.75,336,1907.3920114678203,0.7970233860716739,-0.06569684819370135,0.41581387020843225,0.7614493372436512,0.2158546592157004,0.2976312766901998,0.34874656561448597,0.2874108338401287
Persistence_P,PAC,1.0,10.0,0,1y,,,336,6408.573832289803,2.677888543619978,-0.00037723499131814823,1.9263604117663058,-1.692920255249347,1.0,1.0,1.0,1.0
