Method,LB_days,FH_hours,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
NeuralProphet_classic,1.0,0.5,1761.9299430220094,0.3697499114816873,0.01036825324042717,0.2583842466885711,0.8373745478495573,1.0808643419813748,1.0659816425907782,1.0471030718089456,1.0646496854603662
NeuralProphet_classic,1.0,1.0,1944.5679083828154,0.40807741240918016,0.017291302881474336,0.29238915692439627,0.8019123165884046,0.7767300499890466,0.8093990087332882,0.8326711979962775,0.8062667522395374
NeuralProphet_classic,1.0,3.0,2776.968835567195,0.5827609577809124,0.020958544235465993,0.42159489521289706,0.5960261470712351,0.5219963736455153,0.5637611896829052,0.6099516990711159,0.5652364207998454
NeuralProphet_classic,1.0,6.0,2994.483125482579,0.6284074318423448,0.007704202008143447,0.4333191206039812,0.5302627674788507,0.39301178933344777,0.44273181997658806,0.4886778321721377,0.4414738138273912
NeuralProphet_classic,1.0,10.0,2983.1964213679107,0.6260388598887059,0.008803715434951096,0.43882963244357936,0.5337971293563906,0.40829404785286927,0.44536665308584344,0.48636729899429515,0.44667599997766927
