Method,quantity,LB_days,FH_hours,N_params,window,lambda_ridge,lambda_bc,constraints,gamma1,gamma2,refit_every,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
ELM_rolling_1y_none,PAC,1.0,0.5,27000,1y,25.0,0.75,none,0.0,0.0,1,1379.6955393509006,0.28967656116495816,-0.019051959693128506,0.18534267270829155,0.9001873972061029,0.7745671346876656,0.8343871908121072,0.8616554969127802,0.8235366074708509
Persistence_P,PAC,1.0,0.5,0,1y,,,none,0.0,0.0,1,1653.5435281647192,0.34717282857975873,-0.00029020763524014993,0.2392854852833753,0.8566326941601072,1.0,1.0,1.0,1.0
ELM_rolling_1y_none,PAC,1.0,1.0,27000,1y,25.0,0.75,none,0.0,0.0,1,1694.8642409767754,0.3558483962328313,-0.031000160278027558,0.23819931061408778,0.8493779014806386,0.6326068155202653,0.7056727507619976,0.7559406554747458,0.6980734072523362
Persistence_P,PAC,1.0,1.0,0,1y,,,none,0.0,0.0,1,2401.7708479555595,0.5042682969529149,-0.0027541122237438715,0.37653611179985325,0.6975302142441537,1.0,1.0,1.0,1.0
ELM_rolling_1y_none,PAC,1.0,3.0,27000,1y,50.0,0.75,none,0.0,0.0,1,2333.5573994675833,0.4899464146103103,-0.05463084607912481,0.34358583963514155,0.714467310477124,0.4254834606313254,0.47402192964855855,0.5161514980532367,0.47188562944437357
Persistence_P,PAC,1.0,3.0,0,1y,,,none,0.0,0.0,1,4922.8891186483515,1.033594405587012,-0.0822022928318707,0.8075186732883446,-0.270746635021359,1.0,1.0,1.0,1.0
ELM_rolling_1y_none,PAC,1.0,6.0,27000,1y,50.0,0.75,none,0.0,0.0,1,2639.78172012175,0.5542403154182434,-0.07033952505800188,0.393738329570192,0.6346114830635001,0.357165740266945,0.39049933292346944,0.42194033431888434,0.38986846916976625
Persistence_P,PAC,1.0,6.0,0,1y,,,none,0.0,0.0,1,6760.015952803427,1.4193118110316056,-0.40737794255866905,1.1023966892118846,-1.396151657556775,1.0,1.0,1.0,1.0
ELM_rolling_1y_none,PAC,1.0,10.0,27000,1y,100.0,0.75,none,0.0,0.0,1,2672.904276174232,0.561194623713529,-0.0729748714473237,0.4019619477174455,0.6253845610066907,0.3740265295138192,0.3992450834727731,0.4260809768702646,0.3997841966189523
Persistence_P,PAC,1.0,10.0,0,1y,,,none,0.0,0.0,1,6694.895909360681,1.405639410339289,-0.852101777981559,1.0746883335787392,-1.3502091813392534,1.0,1.0,1.0,1.0
