Method,quantity,LB_days,FH_hours,N_params,window,lambda_ridge,lambda_bc,refit_every,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
ELM_rolling_1m,PAC,1.0,0.5,27000,1m,50.0,0.25,48,1122.4323657916416,0.4690199180037756,-0.046969140206060925,0.21655102613333627,0.9173921971524962,0.9038794974942163,0.9576619996168371,0.977143561258862,0.9462283527899719
Persistence_P,PAC,1.0,0.5,0,1m,,,48,1172.054823351798,0.4897551726929038,-0.00021732197195218733,0.2395795310477456,0.9099265989095293,1.0,1.0,1.0,1.0
ELM_rolling_1m,PAC,1.0,1.0,27000,1m,100.0,0.25,48,1338.7762132157393,0.5594214216239123,-0.07237708106558834,0.2624587776120603,0.8824786738590061,0.6922005476491621,0.7860316458203596,0.8427606826719692,0.7736642920471636
Persistence_P,PAC,1.0,1.0,0,1m,,,48,1703.2090505955337,0.711703434077466,-0.0003280273210753594,0.3791658046261559,0.8097885653863187,1.0,1.0,1.0,1.0
ELM_rolling_1m,PAC,1.0,3.0,27000,1m,50.0,0.25,48,1779.0379129665546,0.7433893047771156,-0.10646913485414931,0.35759936060872677,0.7924746688656887,0.4022757776795613,0.49448112567889196,0.5536382584610752,0.4834650539398428
Persistence_P,PAC,1.0,3.0,0,1m,,,48,3597.7872977943207,1.5033724568485565,-0.0009196268938369658,0.8889408223171166,0.15126584992755576,1.0,1.0,1.0,1.0
ELM_rolling_1m,PAC,1.0,6.0,27000,1m,25.0,0.75,48,1939.3416072838736,0.8103738535622743,-0.02736603718171115,0.41206997814560353,0.7533907633950099,0.27315350234714536,0.3517365727088403,0.4055963552059866,0.34349547675399067
Persistence_P,PAC,1.0,6.0,0,1m,,,48,5513.619446361119,2.303922641087095,-0.0012706146186461326,1.5085656036066928,-0.9933074214712811,1.0,1.0,1.0,1.0
ELM_rolling_1m,PAC,1.0,10.0,27000,1m,25.0,0.75,48,1973.5898245738258,0.8246848236970136,-0.03140138039698972,0.4204153523504027,0.7446037575242566,0.218243351442692,0.3079608468626562,0.3664679456600997,0.297557381321816
Persistence_P,PAC,1.0,10.0,0,1m,,,48,6408.573832289803,2.677888543619978,-0.00037723499131814823,1.9263604117663058,-1.692920255249347,1.0,1.0,1.0,1.0
