Method,quantity,LB_days,FH_hours,N_params,window,lambda_ridge,lambda_bc,refit_every,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
ELM_rolling_6m,PAC,1.0,0.5,27000,6m,25.0,0.75,48,1392.598115506378,0.2923855457084945,-0.013827578509021188,0.18827154655424297,0.8983118218297411,0.786807216205702,0.8421901763009731,0.8678986433886932,0.8322986786317895
Persistence_P,PAC,1.0,0.5,0,6m,,,48,1653.5435281647192,0.34717282857975873,-0.00029020763524014993,0.2392854852833753,0.8566326941601072,1.0,1.0,1.0,1.0
ELM_rolling_6m,PAC,1.0,1.0,27000,6m,25.0,0.75,48,1704.1655007326924,0.357801259646352,-0.01753574993210616,0.2389704176864484,0.8477201646055256,0.6346547122510058,0.7095454181997903,0.7632129644186829,0.7024710316231597
Persistence_P,PAC,1.0,1.0,0,6m,,,48,2401.7708479555595,0.5042682969529149,-0.0027541122237438715,0.37653611179985325,0.6975302142441537,1.0,1.0,1.0,1.0
ELM_rolling_6m,PAC,1.0,3.0,27000,6m,50.0,0.75,48,2369.790963899967,0.4975539004969864,-0.03172456664595546,0.34916498035935284,0.7055314358565541,0.4323924534617849,0.48138215320003525,0.5245280968405002,0.47943423450077344
Persistence_P,PAC,1.0,3.0,0,6m,,,48,4922.8891186483515,1.033594405587012,-0.0822022928318707,0.8075186732883446,-0.270746635021359,1.0,1.0,1.0,1.0
ELM_rolling_6m,PAC,1.0,6.0,27000,6m,100.0,1.0,48,2657.2933431581814,0.5579170010325181,0.003066956047721897,0.4047493116084035,0.6297476194617648,0.3671539615179389,0.3930898035908011,0.42313669993393743,0.39446015501422577
Persistence_P,PAC,1.0,6.0,0,6m,,,48,6760.015952803427,1.4193118110316056,-0.40737794255866905,1.1023966892118846,-1.396151657556775,1.0,1.0,1.0,1.0
ELM_rolling_6m,PAC,1.0,10.0,27000,6m,100.0,1.0,48,2672.130266071963,0.5610321149727688,0.0009338713833585512,0.40842251270578017,0.6256014892031837,0.3800381002980863,0.3991294715031849,0.42568606874209663,0.4016178801811226
Persistence_P,PAC,1.0,10.0,0,6m,,,48,6694.895909360681,1.405639410339289,-0.852101777981559,1.0746883335787392,-1.3502091813392534,1.0,1.0,1.0,1.0
