Method,quantity,LB_days,FH_hours,N_params,window,lambda_ridge,lambda_bc,refit_every,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
ELM_rolling_1m,PAC,1.0,0.5,27000,1m,50.0,0.25,336,1133.3342985440147,0.4735754028253438,-0.04984735478900499,0.22176796798914458,0.9157797021331567,0.9256549047378704,0.9669635549154162,0.9785056051766846,0.9570413549433238
Persistence_P,PAC,1.0,0.5,0,1m,,,336,1172.054823351798,0.4897551726929038,-0.00021732197195218733,0.2395795310477456,0.9099265989095293,1.0,1.0,1.0,1.0
ELM_rolling_1m,PAC,1.0,1.0,27000,1m,100.0,0.25,336,1363.1621219472106,0.5696113246080583,-0.0793193862369001,0.2687338773493658,0.8781583621128244,0.7087502988681375,0.8003492709662244,0.8574879655044342,0.7888625117795987
Persistence_P,PAC,1.0,1.0,0,1m,,,336,1703.2090505955337,0.711703434077466,-0.0003280273210753594,0.3791658046261559,0.8097885653863187,1.0,1.0,1.0,1.0
ELM_rolling_1m,PAC,1.0,3.0,27000,1m,50.0,0.25,336,1786.6408275425526,0.7465662608946536,-0.10931716956160051,0.3627784436965715,0.7906971139311886,0.40810190576123145,0.4965943452626787,0.5534600907196126,0.48605211391450753
Persistence_P,PAC,1.0,3.0,0,1m,,,336,3597.7872977943207,1.5033724568485565,-0.0009196268938369658,0.8889408223171166,0.15126584992755576,1.0,1.0,1.0,1.0
ELM_rolling_1m,PAC,1.0,6.0,27000,1m,25.0,0.75,336,1941.5540578369707,0.8112983488001403,-0.024307154955892262,0.4207493842164712,0.7528277661765455,0.27890691873826345,0.3521378427955086,0.4031685609533108,0.3447377741623609
Persistence_P,PAC,1.0,6.0,0,1m,,,336,5513.619446361119,2.303922641087095,-0.0012706146186461326,1.5085656036066928,-0.9933074214712811,1.0,1.0,1.0,1.0
ELM_rolling_1m,PAC,1.0,10.0,27000,1m,25.0,0.75,336,1974.288605735485,0.8249768165984412,-0.028064490604392887,0.4317184670553101,0.7444228712274497,0.22411095266407685,0.30806988534453156,0.3632691751665114,0.29848333772503993
Persistence_P,PAC,1.0,10.0,0,1m,,,336,6408.573832289803,2.677888543619978,-0.00037723499131814823,1.9263604117663058,-1.692920255249347,1.0,1.0,1.0,1.0
