Method,quantity,LB_days,FH_hours,N_params,n_hidden,n_candidates,eps_robust,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
ELM_nocyclic,PAC,1.0,0.5,400,8,2,3.1622776601683795,2392.810265812603,0.7981027004276955,0.07739590905729754,0.5760673215106763,0.6502547341956073,1.7489632640100627,1.2972794978509565,1.152480164590361,1.3995743088171266
ELM_nocyclic,PAC,1.0,6.0,200,4,2,5.0,2769.6331295327345,0.9140852832644121,0.35653237813376787,0.7277077317053301,0.5336278477808065,0.5005474401187866,0.4567255980875736,0.4497337172455445,0.4690022518173016
