Method,quantity,LB_days,FH_hours,N_params,window,lambda_ridge,lambda_bc,constraints,gamma1,gamma2,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
ELM_rolling_1m_c1,PAC,1.0,0.5,27000,1m,25.0,1.0,c1,30.0,0.0,1351.7675949493723,0.5648500042104158,0.00587419975495983,0.27876078043617575,0.8801867714529341,1.1635417233562486,1.153331369844662,1.114755001217754,1.1438760314728882
Persistence_P,PAC,1.0,0.5,0,1m,,,c1,30.0,0.0,1172.054823351798,0.4897551726929038,-0.00021732197195218733,0.2395795310477456,0.9099265989095293,1.0,1.0,1.0,1.0
ELM_rolling_1m_c1,PAC,1.0,1.0,27000,1m,25.0,1.0,c1,30.0,0.0,1422.7228348800074,0.5944993816058484,0.0074452661382076474,0.2957835509943713,0.8672784904003605,0.7800902596846871,0.835318972960217,0.8602586956348529,0.8252226427599191
Persistence_P,PAC,1.0,1.0,0,1m,,,c1,30.0,0.0,1703.2090505955337,0.711703434077466,-0.0003280273210753594,0.3791658046261559,0.8097885653863187,1.0,1.0,1.0,1.0
ELM_rolling_1m_c1,PAC,1.0,3.0,27000,1m,25.0,1.0,c1,30.0,0.0,1771.6547249205778,0.7403041636519413,-0.008985684429005117,0.3791143481842411,0.7941935969932209,0.4264787246422548,0.492428978780018,0.5343368349506507,0.4844148461243078
Persistence_P,PAC,1.0,3.0,0,1m,,,c1,30.0,0.0,3597.7872977943207,1.5033724568485565,-0.0009196268938369658,0.8889408223171166,0.15126584992755576,1.0,1.0,1.0,1.0
ELM_rolling_1m_c1,PAC,1.0,6.0,27000,1m,25.0,1.0,c1,30.0,0.0,1764.9452995763545,0.7375005612071912,-0.008905676175061768,0.37562888358771884,0.7957494622365819,0.24899738048492012,0.32010647755916194,0.36204581237574984,0.3103832234732773
Persistence_P,PAC,1.0,6.0,0,1m,,,c1,30.0,0.0,5513.619446361119,2.303922641087095,-0.0012706146186461326,1.5085656036066928,-0.9933074214712811,1.0,1.0,1.0,1.0
ELM_rolling_1m_c1,PAC,1.0,10.0,27000,1m,25.0,1.0,c1,30.0,0.0,1766.7081181382885,0.7382371730891826,-0.009935172732233242,0.3773656292537893,0.7953412496412925,0.19589565220963906,0.2756788272043732,0.3222565343142083,0.26461033790940686
Persistence_P,PAC,1.0,10.0,0,1m,,,c1,30.0,0.0,6408.573832289803,2.677888543619978,-0.00037723499131814823,1.9263604117663058,-1.692920255249347,1.0,1.0,1.0,1.0
