Method,quantity,LB_days,FH_hours,N_params,window,lambda_ridge,lambda_bc,constraints,gamma1,gamma2,refit_every,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
ELM_rolling_1m_both,PAC,1.0,0.5,864,1m,25.0,1.0,both,10.0,10.0,48,1507.7478154232076,1.5422431913757557,0.28966253599342484,1.024088429572914,0.5080921138273405,2.6518075866838613,1.6691331808671115,1.4606450972919043,1.9271952882809587
Persistence_P,PAC,1.0,0.5,0,1m,,,both,10.0,10.0,48,903.3118703205789,0.9239785111542527,-6.783457902252716e-18,0.3861850440112652,0.8234361443840976,1.0,1.0,1.0,1.0
ELM_rolling_1m_both,PAC,1.0,6.0,864,1m,25.0,1.0,both,300.0,300.0,48,1931.7781848655054,1.975974842995076,0.6078842437479913,1.4403986924400682,0.19250306215723167,0.7792968445213343,0.593144075503255,0.5773117271426556,0.6499175490557483
Persistence_P,PAC,1.0,6.0,0,1m,,,both,300.0,300.0,48,3256.8447779344033,3.331357295137027,-1.1628784975290372e-17,1.8483312264979093,-1.2951997624774032,1.0,1.0,1.0,1.0
