Method,quantity,LB_days,FH_hours,N_params,window,lambda_ridge,lambda_bc,constraints,gamma1,gamma2,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
ELM_rolling_1m_c1,PAC,1.0,0.5,27000,1m,25.0,1.0,c1,1.0,0.0,1353.6593949917133,0.565640512331689,0.010031585869121892,0.2769204670273858,0.8798511793304448,1.1558602933077726,1.1549454582001288,1.123186116634789,1.1446639560475635
Persistence_P,PAC,1.0,0.5,0,1m,,,c1,1.0,0.0,1172.054823351798,0.4897551726929038,-0.00021732197195218733,0.2395795310477456,0.9099265989095293,1.0,1.0,1.0,1.0
ELM_rolling_1m_c1,PAC,1.0,1.0,27000,1m,25.0,1.0,c1,1.0,0.0,1425.8866069565227,0.5958213963348724,0.010964063313876619,0.29432260867409615,0.8666875566337131,0.7762372162339056,0.8371765089305719,0.8664316472936149,0.8266151241526974
Persistence_P,PAC,1.0,1.0,0,1m,,,c1,1.0,0.0,1703.2090505955337,0.711703434077466,-0.0003280273210753594,0.3791658046261559,0.8097885653863187,1.0,1.0,1.0,1.0
ELM_rolling_1m_c1,PAC,1.0,3.0,27000,1m,25.0,1.0,c1,1.0,0.0,1783.6783217079262,0.7453283473365727,-0.007046617258560117,0.37876909937381975,0.7913906466622633,0.4260903424218035,0.4957709208661218,0.5394363913395036,0.4870992182091429
Persistence_P,PAC,1.0,3.0,0,1m,,,c1,1.0,0.0,3597.7872977943207,1.5033724568485565,-0.0009196268938369658,0.8889408223171166,0.15126584992755576,1.0,1.0,1.0,1.0
ELM_rolling_1m_c1,PAC,1.0,6.0,27000,1m,25.0,1.0,c1,1.0,0.0,1778.4682667199709,0.7431512722292254,-0.006489054035615119,0.37582871509693044,0.7926075464156956,0.24912984506500457,0.3225591254568222,0.3657968134426703,0.312495261321499
Persistence_P,PAC,1.0,6.0,0,1m,,,c1,1.0,0.0,5513.619446361119,2.303922641087095,-0.0012706146186461326,1.5085656036066928,-0.9933074214712811,1.0,1.0,1.0,1.0
ELM_rolling_1m_c1,PAC,1.0,10.0,27000,1m,25.0,1.0,c1,1.0,0.0,1776.9138768143052,0.7425017544067533,-0.007933863054818361,0.3775240009673003,0.7929699120158827,0.19597786512916526,0.2772713435649704,0.32470993358309913,0.26598638075907827
Persistence_P,PAC,1.0,10.0,0,1m,,,c1,1.0,0.0,6408.573832289803,2.677888543619978,-0.00037723499131814823,1.9263604117663058,-1.692920255249347,1.0,1.0,1.0,1.0
