Method,quantity,LB_days,FH_hours,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
NeuralProphet,PAC,1.0,0.5,1005.9153346867087,0.4201249427926088,-0.0215255863243998,0.22669512725167892,0.9337160738921471,0.9471398413754738,0.8585949222538845,0.8737421688848483,0.8931589775047355
NeuralProphet,PAC,1.0,1.0,1262.5621687157795,0.5273146164622613,-0.03584095052018204,0.30897907528329716,0.8955782635396025,0.8151007158963786,0.7410607140040676,0.7705325164171911,0.7755646487725457
NeuralProphet,PAC,1.0,3.0,1774.963468788133,0.7413212624060795,-0.08121436298302627,0.46731015044050805,0.7936216171396178,0.5255463691282433,0.4930466649564226,0.5258782962412507,0.5148237767753056
NeuralProphet,PAC,1.0,6.0,1959.5782720396908,0.818426443110861,-0.11438797782042773,0.5048294149990363,0.748457949104179,0.3344896545327611,0.35518221616509443,0.3993209558462114,0.3629976088480223
NeuralProphet,PAC,1.0,10.0,1974.793472532842,0.824781138199344,-0.13165991109642602,0.5131290803979809,0.7445365735346188,0.26638943087685185,0.30800812302513086,0.3573457135319592,0.3105810891446473
