Method,quantity,LB_days,FH_hours,N_params,window,lambda_ridge,lambda_bc,constraints,gamma1,gamma2,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
ELM_rolling_1m_c1,PAC,1.0,0.5,27000,1m,25.0,1.0,c1,300.0,0.0,1410.3260590427117,0.5893192612138114,0.0051976649046571516,0.30474784409488004,0.86958132913969,1.272011188777839,1.2032935925382011,1.1366530588593724,1.2039859467251375
Persistence_P,PAC,1.0,0.5,0,1m,,,c1,300.0,0.0,1172.054823351798,0.4897551726929038,-0.00021732197195218733,0.2395795310477456,0.9099265989095293,1.0,1.0,1.0,1.0
ELM_rolling_1m_c1,PAC,1.0,1.0,27000,1m,25.0,1.0,c1,300.0,0.0,1467.0029733693868,0.6130022932791382,0.006064190086328834,0.3177430541357188,0.858888406266524,0.838005564475948,0.8613170373046359,0.8714712056835137,0.8569312691546992
Persistence_P,PAC,1.0,1.0,0,1m,,,c1,300.0,0.0,1703.2090505955337,0.711703434077466,-0.0003280273210753594,0.3791658046261559,0.8097885653863187,1.0,1.0,1.0,1.0
ELM_rolling_1m_c1,PAC,1.0,3.0,27000,1m,25.0,1.0,c1,300.0,0.0,1765.4830075931102,0.737725248036986,-0.008118999327933692,0.38966819586251694,0.7956249893913651,0.4383511096349545,0.4907135584906498,0.5273868900643217,0.48548385272997535
Persistence_P,PAC,1.0,3.0,0,1m,,,c1,300.0,0.0,3597.7872977943207,1.5033724568485565,-0.0009196268938369658,0.8889408223171166,0.15126584992755576,1.0,1.0,1.0,1.0
ELM_rolling_1m_c1,PAC,1.0,6.0,27000,1m,25.0,1.0,c1,300.0,0.0,1755.9643679887556,0.7337477864964921,-0.007270581841632757,0.3869004510634954,0.797822833045593,0.25646909232087106,0.31847761440040223,0.3566763227560088,0.31054100982576066
Persistence_P,PAC,1.0,6.0,0,1m,,,c1,300.0,0.0,5513.619446361119,2.303922641087095,-0.0012706146186461326,1.5085656036066928,-0.9933074214712811,1.0,1.0,1.0,1.0
ELM_rolling_1m_c1,PAC,1.0,10.0,27000,1m,25.0,1.0,c1,300.0,0.0,1758.5996534392657,0.7348489676487685,-0.008097106694021838,0.3878726026723832,0.7972155378689316,0.20134996561559196,0.2744135746050869,0.317922732522099,0.2645620909142593
Persistence_P,PAC,1.0,10.0,0,1m,,,c1,300.0,0.0,6408.573832289803,2.677888543619978,-0.00037723499131814823,1.9263604117663058,-1.692920255249347,1.0,1.0,1.0,1.0
