Method,quantity,LB_days,FH_hours,N_params,window,lambda_ridge,lambda_bc,constraints,gamma1,gamma2,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
ELM_rolling_1y_c1,PAC,1.0,0.5,27000,1y,25.0,1.0,c1,100.0,0.0,1433.0329175793597,0.5988075557904478,-0.006809207124760174,0.2892879567559168,0.865347927670024,1.2074819392574272,1.2226671389664405,1.2030764974598238,1.2110751918945637
Persistence_P,PAC,1.0,0.5,0,1y,,,c1,100.0,0.0,1172.054823351798,0.4897551726929038,-0.00021732197195218733,0.2395795310477456,0.9099265989095293,1.0,1.0,1.0,1.0
ELM_rolling_1y_c1,PAC,1.0,1.0,27000,1y,25.0,1.0,c1,100.0,0.0,1525.1450986901693,0.6372975788407637,-0.009830174351298418,0.31631139065921615,0.8474813208602812,0.8342297401293558,0.8954538482266146,0.9292551108850149,0.886312899746995
Persistence_P,PAC,1.0,1.0,0,1y,,,c1,100.0,0.0,1703.2090505955337,0.711703434077466,-0.0003280273210753594,0.3791658046261559,0.8097885653863187,1.0,1.0,1.0,1.0
ELM_rolling_1y_c1,PAC,1.0,3.0,27000,1y,25.0,1.0,c1,100.0,0.0,1959.1525042733538,0.8186520407963299,-0.022297707684098646,0.42500418417896424,0.7483266697147095,0.47810177405414533,0.5445437270498016,0.5848477961953077,0.5358310990997516
Persistence_P,PAC,1.0,3.0,0,1y,,,c1,100.0,0.0,3597.7872977943207,1.5033724568485565,-0.0009196268938369658,0.8889408223171166,0.15126584992755576,1.0,1.0,1.0,1.0
ELM_rolling_1y_c1,PAC,1.0,6.0,27000,1y,25.0,1.0,c1,100.0,0.0,1967.222882554895,0.8220243314351501,-0.022137556515234965,0.42540588073080343,0.7462489525908054,0.28199362342197054,0.35679337351677826,0.3992377301221537,0.34600824235363414
Persistence_P,PAC,1.0,6.0,0,1y,,,c1,100.0,0.0,5513.619446361119,2.303922641087095,-0.0012706146186461326,1.5085656036066928,-0.9933074214712811,1.0,1.0,1.0,1.0
ELM_rolling_1y_c1,PAC,1.0,10.0,27000,1y,25.0,1.0,c1,100.0,0.0,1973.3630262941335,0.8245900537012556,-0.02210141330825766,0.42787336637151524,0.7446624526994442,0.22211490838269066,0.3079254570418275,0.3570590948599143,0.29569982009481083
Persistence_P,PAC,1.0,10.0,0,1y,,,c1,100.0,0.0,6408.573832289803,2.677888543619978,-0.00037723499131814823,1.9263604117663058,-1.692920255249347,1.0,1.0,1.0,1.0
