Method,quantity,LB_days,FH_hours,N_params,window,lambda_ridge,lambda_bc,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
ELM_rolling_1m,PAC,1.0,0.5,864,1m,10.0,1.0,1851.2812354416012,0.7498591602497743,0.10546492818139666,0.5708265218743925,0.5712992420863938,1.4823984443287903,1.2894773730756313,1.2009834676420799,1.3242864283488338
Persistence_P,PAC,1.0,0.5,0,1m,,,1435.6833815749465,0.5815217668079182,-0.00048072891755390984,0.38506956348895455,0.7421739472804368,1.0,1.0,1.0,1.0
ELM_rolling_1m,PAC,1.0,6.0,864,1m,10.0,1.0,2411.1384381657003,0.976628623396382,0.25197281941597044,0.7961021680745178,0.27280020768143587,0.6674733136117165,0.5875005753090599,0.5556511831623945,0.6035416906943902
Persistence_P,PAC,1.0,6.0,0,1m,,,4104.06140776509,1.662344965164703,-0.6555614634166798,1.1927101081641558,-1.1068671597302466,1.0,1.0,1.0,1.0
