Method,LB_days,FH_hours,N_params,n_hidden,n_candidates,lambda_ridge,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
ELM_nocyclic,1.0,0.5,25000,500,100,25.0,992.6372655941626,0.41575005920028457,0.015699705343642952,0.20796619410911585,0.9352622240934401,0.868854458094274,0.8491203913580371,0.8664124580648361,0.8614624358390491
ELM_nocyclic,1.0,1.0,25000,500,100,25.0,1218.1306236961182,0.5101943040715908,0.01562499953136442,0.26595571224646253,0.9025090399950086,0.7016452916187348,0.7167650232934949,0.762467594733777,0.7269593032153355
ELM_nocyclic,1.0,3.0,25000,500,100,25.0,1705.2015912420143,0.7141244448428272,0.012074223917632384,0.3875435361927029,0.8089738587790787,0.4356775749091748,0.4744604361259641,0.5213688512642846,0.47716895409980786
ELM_nocyclic,1.0,6.0,25000,500,100,25.0,1909.3495464913235,0.7994835223023293,-0.002461207685887082,0.43870846353542803,0.7605221052357214,0.2905095902079282,0.3465356534301341,0.39332640082062215,0.34345721481956143
ELM_nocyclic,1.0,10.0,25000,500,100,25.0,1940.1947409424909,0.8122133737311102,-0.003461427339513572,0.44448339395144665,0.7527574994304205,0.23063458513428095,0.3030088498644933,0.3544915647778175,0.29604499992553057
