Method,quantity,LB_days,FH_hours,N_params,window,lambda_ridge,lambda_bc,constraints,gamma1,gamma2,refit_every,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
ELM_rolling_6m_none,PAC,1.0,0.5,27000,6m,25.0,0.75,none,0.0,0.0,1,1392.191108030537,0.29230009169157023,-0.01585608581909771,0.1865799324984149,0.8983712529034336,0.7797377775649722,0.8419440337175403,0.8729687117965037,0.831550174359672
Persistence_P,PAC,1.0,0.5,0,6m,,,none,0.0,0.0,1,1653.5435281647192,0.34717282857975873,-0.00029020763524014993,0.2392854852833753,0.8566326941601072,1.0,1.0,1.0,1.0
ELM_rolling_6m_none,PAC,1.0,1.0,27000,6m,25.0,0.75,none,0.0,0.0,1,1705.9609270818069,0.35817822174835395,-0.02271801728403066,0.23813949142738272,0.8473991262402906,0.6324479484559109,0.7102929609350361,0.766033184400387,0.7029246979304448
Persistence_P,PAC,1.0,1.0,0,6m,,,none,0.0,0.0,1,2401.7708479555595,0.5042682969529149,-0.0027541122237438715,0.37653611179985325,0.6975302142441537,1.0,1.0,1.0,1.0
ELM_rolling_6m_none,PAC,1.0,3.0,27000,6m,50.0,0.75,none,0.0,0.0,1,2326.436427540547,0.48845131761163,-0.0354937434255701,0.3446129281542457,0.7162072873482783,0.4267553674652835,0.4725754270450241,0.5133819748068417,0.4709042564390497
Persistence_P,PAC,1.0,3.0,0,6m,,,none,0.0,0.0,1,4922.8891186483515,1.033594405587012,-0.0822022928318707,0.8075186732883446,-0.270746635021359,1.0,1.0,1.0,1.0
ELM_rolling_6m_none,PAC,1.0,6.0,27000,6m,100.0,1.0,none,0.0,0.0,1,2622.666584183155,0.550646874995224,-0.001709880860157826,0.40169941984167873,0.639334147146257,0.36438736053249404,0.3879675140552762,0.4173408713830075,0.38989858199025923
Persistence_P,PAC,1.0,6.0,0,6m,,,none,0.0,0.0,1,6760.015952803427,1.4193118110316056,-0.40737794255866905,1.1023966892118846,-1.396151657556775,1.0,1.0,1.0,1.0
ELM_rolling_6m_none,PAC,1.0,10.0,27000,6m,100.0,1.0,none,0.0,0.0,1,2630.0049702835854,0.5521876195939008,0.0019934417913827565,0.403452864417815,0.6373129919438307,0.37541383097954256,0.39283732053344705,0.4184406179712823,0.395563923161424
Persistence_P,PAC,1.0,10.0,0,6m,,,none,0.0,0.0,1,6694.895909360681,1.405639410339289,-0.852101777981559,1.0746883335787392,-1.3502091813392534,1.0,1.0,1.0,1.0
