Method,quantity,LB_days,FH_hours,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
NeuralProphet,PAC,1.0,0.5,1402.4583755481406,0.29431298461632327,-0.00403119340651449,0.19406400484532557,0.896963474488188,0.8118020567725702,0.8484984824469416,0.8727707613996712,0.8443571002063943
NeuralProphet,PAC,1.0,1.0,1747.1463552185355,0.36664750079653785,-0.0044487241252985895,0.25707476412823826,0.8400921376311334,0.6829175763309171,0.7272250672911275,0.768499690741134,0.7262141114543929
NeuralProphet,PAC,1.0,3.0,2437.720463404061,0.5115679707530176,-0.019306275977179783,0.3733975748797098,0.6887000501978511,0.46232101533585107,0.49488930914931845,0.5315512073063536,0.4962538439305077
NeuralProphet,PAC,1.0,6.0,2702.3993582800435,0.5671121757533653,-0.04179956200555293,0.4033306118948481,0.6174305357108741,0.36581281078205036,0.39954747983496286,0.43425092459991305,0.39987040507230875
NeuralProphet,PAC,1.0,10.0,2719.372755566397,0.5706741290359165,-0.050586882164001444,0.4062486687064784,0.612609711663105,0.3779802026070635,0.40597995290034883,0.437392896229043,0.40711768391215175
