Method,quantity,LB_days,FH_hours,N_params,window,lambda_ridge,lambda_bc,refit_every,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
ELM_rolling_6m,PAC,1.0,0.5,27000,6m,25.0,0.75,336,1409.9696203457313,0.29603281254425723,-0.015185075143703501,0.19138837501083453,0.8957590475237991,0.7998327804303788,0.8526957992516033,0.8785512640038748,0.8436932812286191
Persistence_P,PAC,1.0,0.5,0,6m,,,336,1653.5435281647192,0.34717282857975873,-0.00029020763524014993,0.2392854852833753,0.8566326941601072,1.0,1.0,1.0,1.0
ELM_rolling_6m,PAC,1.0,1.0,27000,6m,25.0,0.75,336,1715.2081039976954,0.3601197300978981,-0.019573711059563174,0.2415996829002062,0.8457402936505005,0.641637482645032,0.7141431104710587,0.768466367315695,0.7080823201439285
Persistence_P,PAC,1.0,1.0,0,6m,,,336,2401.7708479555595,0.5042682969529149,-0.0027541122237438715,0.37653611179985325,0.6975302142441537,1.0,1.0,1.0,1.0
ELM_rolling_6m,PAC,1.0,3.0,27000,6m,50.0,0.75,336,2385.29390040646,0.5008088485685532,-0.03364633004474756,0.3532968775560964,0.7016660655960969,0.4375092356903838,0.4845313073111377,0.5264179315300819,0.48281949151053444
Persistence_P,PAC,1.0,3.0,0,6m,,,336,4922.8891186483515,1.033594405587012,-0.0822022928318707,0.8075186732883446,-0.270746635021359,1.0,1.0,1.0,1.0
ELM_rolling_6m,PAC,1.0,6.0,27000,6m,100.0,1.0,336,2665.913983650312,0.5597269637536954,0.003729908819171737,0.41050591165896816,0.6273414191669426,0.3723758567820476,0.3943650432577364,0.42240546613719354,0.39638212205899254
Persistence_P,PAC,1.0,6.0,0,6m,,,336,6760.015952803427,1.4193118110316056,-0.40737794255866905,1.1023966892118846,-1.396151657556775,1.0,1.0,1.0,1.0
ELM_rolling_6m,PAC,1.0,10.0,27000,6m,100.0,1.0,336,2687.5223138432125,0.5642637811922306,0.00043879824200695545,0.41518805895027056,0.6212758339701092,0.3863334568522614,0.4014285435096262,0.4257529998447868,0.40450500006889145
Persistence_P,PAC,1.0,10.0,0,6m,,,336,6694.895909360681,1.405639410339289,-0.852101777981559,1.0746883335787392,-1.3502091813392534,1.0,1.0,1.0,1.0
