Method,quantity,LB_days,FH_hours,N_params,window,lambda_ridge,lambda_bc,constraints,gamma1,gamma2,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
ELM_rolling_6m_c1,PAC,1.0,0.5,27000,6m,25.0,1.0,c1,1.0,0.0,2130.2833543571546,0.4472676317323267,0.016726622471979632,0.3043775439161557,0.7620456720986113,1.2720267740255735,1.2883140468165193,1.263138556444699,1.274493125762264
Persistence_P,PAC,1.0,0.5,0,6m,,,c1,1.0,0.0,1653.5435281647192,0.34717282857975873,-0.00029020763524014993,0.2392854852833753,0.8566326941601072,1.0,1.0,1.0,1.0
ELM_rolling_6m_c1,PAC,1.0,1.0,27000,6m,25.0,1.0,c1,1.0,0.0,2243.91937286204,0.47112629484031887,0.018117862672349324,0.3265379116937549,0.7359821096462937,0.8672153917266912,0.9342770459438766,0.9720242708888192,0.9245055695197957
Persistence_P,PAC,1.0,1.0,0,6m,,,c1,1.0,0.0,2401.7708479555595,0.5042682969529149,-0.0027541122237438715,0.37653611179985325,0.6975302142441537,1.0,1.0,1.0,1.0
ELM_rolling_6m_c1,PAC,1.0,3.0,27000,6m,25.0,1.0,c1,1.0,0.0,2850.2922043365447,0.5984384384223961,0.019402139970790273,0.42897975226182106,0.5740117399887468,0.5312319906051797,0.5789876910977699,0.6184247274749936,0.5762148030593144
Persistence_P,PAC,1.0,3.0,0,6m,,,c1,1.0,0.0,4922.8891186483515,1.033594405587012,-0.0822022928318707,0.8075186732883446,-0.270746635021359,1.0,1.0,1.0,1.0
ELM_rolling_6m_c1,PAC,1.0,6.0,27000,6m,25.0,1.0,c1,1.0,0.0,2862.5623672597617,0.6010146434612291,0.015775820856325867,0.4314826124272109,0.5703361897912831,0.3914041258012872,0.4234549721842944,0.4527121943145478,0.42252376410004316
Persistence_P,PAC,1.0,6.0,0,6m,,,c1,1.0,0.0,6760.015952803427,1.4193118110316056,-0.40737794255866905,1.1023966892118846,-1.396151657556775,1.0,1.0,1.0,1.0
ELM_rolling_6m_c1,PAC,1.0,10.0,27000,6m,25.0,1.0,c1,1.0,0.0,2848.4524390507822,0.5980521670559024,0.013660462651505507,0.42979752043464897,0.5745614839624487,0.3999275948250154,0.42546627723787733,0.45158664162214146,0.4256601712283447
Persistence_P,PAC,1.0,10.0,0,6m,,,c1,1.0,0.0,6694.895909360681,1.405639410339289,-0.852101777981559,1.0746883335787392,-1.3502091813392534,1.0,1.0,1.0,1.0
