Method,quantity,LB_days,FH_hours,N_params,window,lambda_ridge,lambda_bc,refit_every,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
ELM_rolling_1y,PAC,1.0,0.5,27000,1y,25.0,0.75,336,1392.4477764108378,0.2923539809821019,-0.023230475689793223,0.18792256715748432,0.8983337763094497,0.785348793450367,0.8420992569553499,0.8666755428441598,0.8313745310832923
Persistence_P,PAC,1.0,0.5,0,1y,,,336,1653.5435281647192,0.34717282857975873,-0.00029020763524014993,0.2392854852833753,0.8566326941601072,1.0,1.0,1.0,1.0
ELM_rolling_1y,PAC,1.0,1.0,27000,1y,25.0,0.75,336,1689.9505372802275,0.3548167303697459,-0.033097784246233074,0.2379499800360662,0.8502499943453378,0.6319446464209197,0.7036268837715101,0.7534813298414416,0.6963509533446238
Persistence_P,PAC,1.0,1.0,0,1y,,,336,2401.7708479555595,0.5042682969529149,-0.0027541122237438715,0.37653611179985325,0.6975302142441537,1.0,1.0,1.0,1.0
ELM_rolling_1y,PAC,1.0,3.0,27000,1y,50.0,0.75,336,2344.3837852913894,0.4922194887240098,-0.05692004370673157,0.34514114305962207,0.7118117443666623,0.42740948844458587,0.4762211231633576,0.5187257562356217,0.4741187892811884
Persistence_P,PAC,1.0,3.0,0,1y,,,336,4922.8891186483515,1.033594405587012,-0.0822022928318707,0.8075186732883446,-0.270746635021359,1.0,1.0,1.0,1.0
ELM_rolling_1y,PAC,1.0,6.0,27000,1y,50.0,0.75,336,2650.2932752003576,0.5564472886531496,-0.07169877220907613,0.3949590984522979,0.6316957506854639,0.3582731173972034,0.3920542930229716,0.42317679852009393,0.3911680696467563
Persistence_P,PAC,1.0,6.0,0,1y,,,336,6760.015952803427,1.4193118110316056,-0.40737794255866905,1.1023966892118846,-1.396151657556775,1.0,1.0,1.0,1.0
ELM_rolling_1y,PAC,1.0,10.0,27000,1y,100.0,0.75,336,2688.614858595557,0.5644931684720698,-0.07616538187192108,0.4053832785582245,0.6209678497702495,0.37721008583789867,0.40159173420999494,0.4279952958150012,0.40226570528763156
Persistence_P,PAC,1.0,10.0,0,1y,,,336,6694.895909360681,1.405639410339289,-0.852101777981559,1.0746883335787392,-1.3502091813392534,1.0,1.0,1.0,1.0
