Method,quantity,LB_days,FH_hours,N_params,window,lambda_ridge,lambda_bc,refit_every,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
ELM_rolling_1y,PAC,1.0,0.5,27000,1y,10.0,1.0,336,55.784770069382894,0.2779566046410639,-0.006796458122817129,0.15036868086494656,0.8893040564983489,0.7266215107436654,0.8530276498006557,0.8898766496006933,0.8231752700483382
Persistence_P,PAC,1.0,0.5,0,1y,,,336,65.39620384218408,0.32584712196142723,-0.0007031889347013261,0.20694223697155725,0.8478732843010595,1.0,1.0,1.0,1.0
ELM_rolling_1y,PAC,1.0,1.0,27000,1y,10.0,1.0,336,69.63230570411504,0.34695418198859146,-0.003188825308644599,0.20691762050501755,0.8275266640208044,0.5879441334371693,0.7132564151321027,0.7843940860422167,0.6951982115371629
Persistence_P,PAC,1.0,1.0,0,1y,,,336,97.62590875711703,0.4864368193931097,-0.004807868530412959,0.35193415281713974,0.6609758852199819,1.0,1.0,1.0,1.0
ELM_rolling_1y,PAC,1.0,3.0,27000,1y,50.0,1.0,336,94.60546789446367,0.47138698615622343,-0.004561879743919616,0.31954666706573354,0.6816294501702245,0.41339049556156077,0.48302288294926754,0.57931278310922,0.4919087205400161
Persistence_P,PAC,1.0,3.0,0,1y,,,336,195.8612546817998,0.9759102576631629,-0.10155150251304512,0.7729898739729194,-0.3645752061914884,1.0,1.0,1.0,1.0
ELM_rolling_1y,PAC,1.0,6.0,27000,1y,100.0,1.0,336,104.92107539853944,0.5227861625457032,-0.006586628756678818,0.3725747476327803,0.6084151526709227,0.35076059194285475,0.39484692646626046,0.46743420021185816,0.4043472395403245
Persistence_P,PAC,1.0,6.0,0,1y,,,336,265.7259519215351,1.3240223679197742,-0.44743821241314824,1.0621910105952823,-1.5117034063503505,1.0,1.0,1.0,1.0
ELM_rolling_1y,PAC,1.0,10.0,27000,1y,100.0,1.0,336,105.61377221275075,0.5262376360264468,-0.0066321805225469516,0.37752541784128074,0.6032275394057236,0.3599048485447423,0.3952053889734931,0.4627082998710689,0.4059395124631015
Persistence_P,PAC,1.0,10.0,0,1y,,,336,267.23768237845155,1.3315548084840063,-0.880569907512545,1.048958966148376,-1.5403631532864388,1.0,1.0,1.0,1.0
