Method,quantity,LB_days,FH_hours,N_params,window,lambda_ridge,lambda_bc,refit_every,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
ELM_rolling_1m,PAC,1.0,0.5,27000,1m,10.0,0.5,336,44.181842282467024,0.4393008533465266,-0.03668965754673319,0.1767697641907388,0.9191626673574679,0.8532028313907765,0.9543705637950227,0.9491963895049984,0.9189232615635993
Persistence_P,PAC,1.0,0.5,0,1m,,,336,46.294221509493546,0.4603042780360507,-0.0010075118199600426,0.20718375242917625,0.9112480500766514,1.0,1.0,1.0,1.0
ELM_rolling_1m,PAC,1.0,1.0,27000,1m,10.0,0.5,336,54.88243072033599,0.5456969968575285,-0.04729138389720102,0.23569158570698426,0.8752642310873334,0.6693282966583228,0.794203762564397,0.8608464637231178,0.7747928409819459
Persistence_P,PAC,1.0,1.0,0,1m,,,336,69.10371532757114,0.687099485773692,-0.00511094138872893,0.3521315128669953,0.8022451570212193,1.0,1.0,1.0,1.0
ELM_rolling_1m,PAC,1.0,3.0,27000,1m,25.0,0.5,336,73.34344392237679,0.7292551835317935,-0.08337150151408355,0.3451084451480327,0.7772350136234201,0.4464192798216067,0.5290535952003389,0.6182189552986708,0.5312306101068721
Persistence_P,PAC,1.0,3.0,0,1m,,,336,138.6314063220826,1.378414569237817,-0.1018251133521712,0.7730590069630086,0.20412000124250484,1.0,1.0,1.0,1.0
ELM_rolling_1m,PAC,1.0,6.0,27000,1m,10.0,0.25,336,89.2987328986208,0.8878989091112476,-0.1426134614877055,0.4293576445699966,0.6697712155935045,0.40422607244175807,0.47479018557128094,0.549675264170362,0.47623050739446704
Persistence_P,PAC,1.0,6.0,0,1m,,,336,188.08041027885622,1.8700869059517367,-0.447606487940119,1.062172071129478,-0.464911740973144,1.0,1.0,1.0,1.0
ELM_rolling_1m,PAC,1.0,10.0,27000,1m,100.0,0.5,336,80.7634898517405,0.8030328338117466,-0.11962473645199083,0.40068371267846187,0.7298814022258125,0.3819876858641166,0.4269802972825672,0.4931920502868302,0.434053344477838
Persistence_P,PAC,1.0,10.0,0,1m,,,336,189.15039023051878,1.880725735877024,-0.8806062783984819,1.0489440563301193,-0.4816267693557217,1.0,1.0,1.0,1.0
