Method,quantity,LB_days,FH_hours,N_params,window,lambda_ridge,lambda_bc,refit_every,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
ELM_rolling_1m,PAC,1.0,0.5,27000,1m,10.0,0.5,336,62.41124340210176,0.31097407564643403,-0.03639620450651162,0.17651898372586255,0.8614437625062067,0.8529867382757819,0.9543557536262242,0.9491949592408354,0.9188458170476138
Persistence_P,PAC,1.0,0.5,0,1m,,,336,65.39620384218408,0.32584712196142723,-0.0007031889347013261,0.20694223697155725,0.8478732843010595,1.0,1.0,1.0,1.0
ELM_rolling_1m,PAC,1.0,1.0,27000,1m,10.0,0.5,336,77.53163595152593,0.3863138676479192,-0.04700116045879315,0.23545875458501161,0.7861750853854785,0.6690420713654148,0.7941706964737861,0.8608442149948845,0.7746856609446953
Persistence_P,PAC,1.0,1.0,0,1m,,,336,97.62590875711703,0.4864368193931097,-0.004807868530412959,0.35193415281713974,0.6609758852199819,1.0,1.0,1.0,1.0
ELM_rolling_1m,PAC,1.0,3.0,27000,1m,25.0,0.5,336,103.61639028073608,0.5162853587417383,-0.08309226915481145,0.3449089456624387,0.6180932550377131,0.44620111760289644,0.5290295441488588,0.6182169238191988,0.531149195190318
Persistence_P,PAC,1.0,3.0,0,1m,,,336,195.8612546817998,0.9759102576631629,-0.10155150251304512,0.7729898739729194,-0.3645752061914884,1.0,1.0,1.0,1.0
ELM_rolling_1m,PAC,1.0,6.0,27000,1m,10.0,0.25,336,126.15991241500188,0.6286120898781693,-0.1423522759950524,0.429183809901458,0.43383480295285326,0.4040552081691325,0.47477452428980293,0.5496740386399183,0.4761679236996179
Persistence_P,PAC,1.0,6.0,0,1m,,,336,265.7259519215351,1.3240223679197742,-0.44743821241314824,1.0621910105952823,-1.5117034063503505,1.0,1.0,1.0,1.0
ELM_rolling_1m,PAC,1.0,10.0,27000,1m,100.0,0.5,336,114.1003675092144,0.5685234644099634,-0.11935654790854996,0.4005011430756888,0.5369003017203344,0.3818082079476097,0.42696212036306286,0.49319049675737864,0.4339869416893504
Persistence_P,PAC,1.0,10.0,0,1m,,,336,267.23768237845155,1.3315548084840063,-0.880569907512545,1.048958966148376,-1.5403631532864388,1.0,1.0,1.0,1.0
