Method,LB_days,FH_hours,N_params,n_hidden,n_candidates,lambda_ridge,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
BLEND_opti,1.0,0.5,0,,,,40.70918324966652,0.22365017758057099,-0.02751706238115728,0.17539268262572946,0.8920956162008944,0.8479320746179788,0.8772006544241788,0.8935205885443748,0.8728844391955107
ELM,1.0,0.5,432,8.0,2.0,1.0,62.59119402789845,0.3438666792568022,-0.131569491749251,0.27660566822042226,0.7449174301915449,1.3372440320428078,1.3487137785529766,1.3392125823897079,1.3417234643284974
Persistence_P,1.0,0.5,0,,,,46.40806301767897,0.25495897255956995,-4.529689544462569e-05,0.20684756229412551,0.8597699157422608,1.0,1.0,1.0,1.0
Persistence_Pcyclic,1.0,0.5,0,,,,90.99385941820458,0.49990668426858387,-0.01867934324585748,0.3119812422572362,0.4608886417784873,1.5082664682971538,1.9607338359185735,2.154111568230728,1.8743706241488187
BLEND_opti,1.0,6.0,0,,,,116.10638900373861,0.637871174168981,-0.38021385494356813,0.5102729605605016,0.12225867200098817,0.4658787833867463,0.5049821143208103,0.5345166262440796,0.5017925079838786
ELM,1.0,6.0,432,8.0,2.0,1.0,124.18465202659898,0.6822519456653013,-0.45032501195476043,0.5400174885837752,-0.004130502979802664,0.4930355124297164,0.5401169451972773,0.5658475638832309,0.5330000071700748
Persistence_P,1.0,6.0,0,,,,229.92178477429667,1.263155973408887,-0.6881631930784743,1.0952912619266066,-2.44202923461964,1.0,1.0,1.0,1.0
Persistence_Pcyclic,1.0,6.0,0,,,,90.99385941820458,0.49990668426858387,-0.01867934324585748,0.3119812422572362,0.4608886417784873,0.2848386115200666,0.395760060350649,0.4663066202379302,0.38230176403621524
