Method,quantity,LB_days,FH_hours,N_params,window,lambda_ridge,refit_every,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
ELM_rolling_1m,PAC,1.0,0.5,27000,1m,10.0,336,60.0451908394873,0.2991848375463463,-0.0037474527356284107,0.1723582662428888,0.8717501486324843,0.8328810433540361,0.9181754797937508,0.9372121737072597,0.896089565618349
Persistence_P,PAC,1.0,0.5,0,1m,,336,65.39620384218408,0.32584712196142723,-0.0007031889347013261,0.20694223697155725,0.8478732843010595,1.0,1.0,1.0,1.0
ELM_rolling_1m,PAC,1.0,1.0,27000,1m,25.0,336,74.52384379289671,0.3713270586167309,-0.0014363903468972276,0.23127225729469672,0.8024436902146493,0.6571463878780264,0.7633613324748062,0.8314949131737291,0.750667544508854
Persistence_P,PAC,1.0,1.0,0,1m,,336,97.62590875711703,0.4864368193931097,-0.004807868530412959,0.35193415281713974,0.6609758852199819,1.0,1.0,1.0,1.0
ELM_rolling_1m,PAC,1.0,3.0,27000,1m,100.0,336,100.41259743792286,0.5003219447229279,-0.003565172720387893,0.3453876308993909,0.6413450622385922,0.44682038216646947,0.5126720831082963,0.5976732948058308,0.5190552533601989
Persistence_P,PAC,1.0,3.0,0,1m,,336,195.8612546817998,0.9759102576631629,-0.10155150251304512,0.7729898739729194,-0.3645752061914884,1.0,1.0,1.0,1.0
ELM_rolling_1m,PAC,1.0,6.0,27000,1m,100.0,336,110.33205165838673,0.5497472235505244,-0.010957632838253135,0.3856455923849203,0.5669841437431218,0.3630661420950959,0.4152099215772727,0.4880976371778093,0.42212456695005934
Persistence_P,PAC,1.0,6.0,0,1m,,336,265.7259519215351,1.3240223679197742,-0.44743821241314824,1.0621910105952823,-1.5117034063503505,1.0,1.0,1.0,1.0
ELM_rolling_1m,PAC,1.0,10.0,27000,1m,100.0,336,109.99014960595417,0.5480436414886862,-0.01401764716758923,0.3852060704948322,0.5696636845876293,0.3672270154754028,0.41158173737710546,0.4806943023559433,0.4198343517361505
Persistence_P,PAC,1.0,10.0,0,1m,,336,267.23768237845155,1.3315548084840063,-0.880569907512545,1.048958966148376,-1.5403631532864388,1.0,1.0,1.0,1.0
