Method,quantity,LB_days,FH_hours,N_params,window,lambda_ridge,refit_every,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
ELM_rolling_1m,PAC,1.0,0.5,27000,1m,10.0,336,42.50747291035977,0.42265256853120786,-0.004050848529823559,0.17261031380031974,0.9251735905176306,0.8331266896004546,0.9182025644743324,0.9372139647966508,0.8961810729571459
Persistence_P,PAC,1.0,0.5,0,1m,,336,46.294221509493546,0.4603042780360507,-0.0010075118199600426,0.20718375242917625,0.9112480500766514,1.0,1.0,1.0,1.0
ELM_rolling_1m,PAC,1.0,1.0,27000,1m,25.0,336,52.753790310288764,0.524531886932433,-0.001740489945173774,0.23150636336012997,0.8847524583236359,0.6574429010208268,0.7634002030168839,0.831497743161707,0.7507802823998059
Persistence_P,PAC,1.0,1.0,0,1m,,336,69.10371532757114,0.687099485773692,-0.00511094138872893,0.3521315128669953,0.8022451570212193,1.0,1.0,1.0,1.0
ELM_rolling_1m,PAC,1.0,3.0,27000,1m,100.0,336,71.0759738816615,0.7067096880892189,-0.0038686240255979393,0.34558698460760334,0.790796006264968,0.4470383004335657,0.5126974887388112,0.5976755331726955,0.5191371074483574
Persistence_P,PAC,1.0,3.0,0,1m,,336,138.6314063220826,1.378414569237817,-0.1018251133521712,0.7730590069630086,0.20412000124250484,1.0,1.0,1.0,1.0
ELM_rolling_1m,PAC,1.0,6.0,27000,1m,100.0,336,78.09645103172583,0.7765144188020199,-0.011258832865597276,0.3858326860530143,0.747426995855416,0.3632487584076023,0.41522905504053625,0.4880992842347941,0.4221923658943109
Persistence_P,PAC,1.0,6.0,0,1m,,336,188.08041027885622,1.8700869059517367,-0.447606487940119,1.062172071129478,-0.464911740973144,1.0,1.0,1.0,1.0
ELM_rolling_1m,PAC,1.0,10.0,27000,1m,100.0,336,77.85446913636054,0.7741083884593112,-0.014317915307250616,0.3853932980136183,0.7489897661537057,0.3674107267092697,0.4116008909179558,0.480695954225468,0.41990252395089783
Persistence_P,PAC,1.0,10.0,0,1m,,336,189.15039023051878,1.880725735877024,-0.8806062783984819,1.0489440563301193,-0.4816267693557217,1.0,1.0,1.0,1.0
