Method,quantity,LB_days,FH_hours,N_params,window,lambda_ridge,lambda_bc,refit_every,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
ELM_rolling_1m,temperature,1.0,0.5,27000,1m,10.0,1.0,1008,0.7418310431082888,0.039376325108873476,0.00022787285366052002,0.02616875107702604,0.9841260233844334,2.5216374367290117,2.561311986112924,2.6706545756758473,2.5845346661725945
Persistence_P,temperature,1.0,0.5,0,1m,,,1008,0.28962931775995787,0.015373498161241745,2.0584872534382566e-06,0.010377681856980722,0.9975803041898883,1.0,1.0,1.0,1.0
ELM_rolling_1m,temperature,1.0,1.0,27000,1m,10.0,1.0,1008,0.8372420035673867,0.044440730316622226,0.00010449860284892742,0.03100642711662916,0.9797801585145053,1.799188076575909,1.767683560018164,1.7436383866984209,1.7701700077641647
Persistence_P,temperature,1.0,1.0,0,1m,,,1008,0.4736379420526961,0.0251406594040879,4.116974506876514e-06,0.017233566362688697,0.993529040214659,1.0,1.0,1.0,1.0
ELM_rolling_1m,temperature,1.0,3.0,27000,1m,10.0,1.0,1008,1.2401091558820387,0.06582488256072308,0.0016865017934046681,0.04876065822329127,0.9556395893435878,1.3069802233690726,1.2476495315358487,1.2237843511749311,1.2594713686932841
Persistence_P,temperature,1.0,3.0,0,1m,,,1008,0.9939563351219891,0.05275911295353357,1.3440710890096894e-05,0.03730787761852917,0.9715022650989563,1.0,1.0,1.0,1.0
ELM_rolling_1m,temperature,1.0,6.0,27000,1m,50.0,1.0,1008,1.6833891654005178,0.08935414563379214,-0.0006962578715520715,0.06756158359023541,0.9182580892586156,1.0884849129053547,1.0548469559957465,1.0489050388234233,1.064078969241508
Persistence_P,temperature,1.0,6.0,0,1m,,,1008,1.5958610448957922,0.08470816086248671,2.5065109497748266e-05,0.06206937991441869,0.9265374706318482,1.0,1.0,1.0,1.0
ELM_rolling_1m,temperature,1.0,10.0,27000,1m,25.0,1.0,1008,2.155240490093629,0.11439997154897479,0.0042548840734599035,0.08782182553819644,0.8660115988317026,0.9569266297925855,0.9491867318373485,0.9602626403976173,0.955458667342517
Persistence_P,temperature,1.0,10.0,0,1m,,,1008,2.2706180120340624,0.12052420004600131,4.692140062984281e-05,0.09177487887157229,0.8512818798240047,1.0,1.0,1.0,1.0
