Method,quantity,LB_days,FH_hours,N_params,window,lambda_ridge,refit_every,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
ELM_rolling_6m,temperature,3.0,1.5,75000,6m,50.0,1008,0.8808770198545101,0.04887488939814004,0.003738053454297338,0.036632550445707145,0.9772662650813113,1.531312997437957,1.447247960844909,1.4052255816497017,1.4612621799775225
Persistence_P,temperature,3.0,1.5,0,6m,,1008,0.6086565976850647,0.03377091605615854,-1.560207456990458e-05,0.02392231405793404,0.9891461229159784,1.0,1.0,1.0,1.0
ELM_rolling_6m,temperature,3.0,3.0,75000,6m,50.0,1008,1.0475697894009885,0.05812372946482653,0.0025516815304109635,0.044232656580434154,0.9678481355775397,1.1387237700589168,1.0752607922163022,1.0457616897106958,1.086582083995305
Persistence_P,temperature,3.0,3.0,0,6m,,1008,0.974247175182276,0.0540554718311855,-3.2574601635814244e-05,0.038844061873008574,0.9721914373786738,1.0,1.0,1.0,1.0
ELM_rolling_6m,temperature,3.0,9.0,75000,6m,100.0,1008,1.4301985059807008,0.0793536353221441,0.001399657733735914,0.06137200468594715,0.9400715740243116,0.7006526733391341,0.686788974069815,0.6916008368885869,0.6930141614325119
Persistence_P,temperature,3.0,9.0,0,6m,,1008,2.082442438622078,0.11554296635239439,-9.498289991543269e-05,0.08759262188134335,0.8729466142910105,1.0,1.0,1.0,1.0
ELM_rolling_6m,temperature,3.0,18.0,75000,6m,100.0,1008,1.7411554467039212,0.09660687924028101,0.0012669064013555744,0.07496434682177087,0.9111790686989015,0.5079185766832718,0.525216413974747,0.5486590212458431,0.5272646706346206
Persistence_P,temperature,3.0,18.0,0,6m,,1008,3.3151200160085583,0.18393728122313777,-7.801037284952286e-05,0.1475912680951561,0.6780127000748992,1.0,1.0,1.0,1.0
ELM_rolling_6m,temperature,3.0,30.0,75000,6m,100.0,1008,1.9510996674962633,0.10825549799151052,0.0020538298776812663,0.08316460025234268,0.8884680896899173,0.4228536098606008,0.4598687938954779,0.49607950738072676,0.45960063704560183
Persistence_P,temperature,3.0,30.0,0,6m,,1008,4.242731173317497,0.23540518388841916,3.289085990412248e-05,0.19667468436596527,0.47261076472962404,1.0,1.0,1.0,1.0
