Method,quantity,LB_days,FH_hours,N_params,window,lambda_ridge,lambda_bc,refit_every,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
ELM_rolling_1m,PAC,1.0,0.5,27000,1m,50.0,0.5,336,1721.9862793363377,0.510251805747901,-0.09058692913355734,0.3141455173651396,0.7744955084816532,1.103257301974569,1.0757876270755464,1.0094621787349645,1.0628357025950266
Persistence_P,PAC,1.0,0.5,0,1m,,,336,1600.6749250476485,0.47430533025833815,-0.0006400359796877508,0.2847436557210123,0.805149238973701,1.0,1.0,1.0,1.0
ELM_rolling_1m,PAC,1.0,1.0,27000,1m,50.0,0.75,336,2100.762582283465,0.622489223009886,-0.05709362288298721,0.4077584856615191,0.6643785033124208,0.8708782362102521,0.8758744529757696,0.8617696292378899,0.8695074394746372
Persistence_P,PAC,1.0,1.0,0,1m,,,336,2398.474547517806,0.7107059931877093,-0.00509631604065089,0.468215266735723,0.562512094559064,1.0,1.0,1.0,1.0
ELM_rolling_1m,PAC,1.0,3.0,27000,1m,100.0,0.5,336,2969.0568098563745,0.8797785538576958,-0.20758040736449412,0.5966587875453493,0.32960180251663584,0.6378942384732322,0.6927313500788961,0.7355013181650816,0.6887089689057366
Persistence_P,PAC,1.0,3.0,0,1m,,,336,4286.014786999643,1.2700140592128488,-0.10494374325105948,0.9353569158633915,-0.39702170332091824,1.0,1.0,1.0,1.0
ELM_rolling_1m,PAC,1.0,6.0,27000,1m,100.0,0.5,336,3186.3808323677194,0.9441751034989326,-0.21797844728390842,0.6400834481693722,0.22786865203684048,0.5956554686000372,0.6361773379924126,0.6729624659582629,0.6349317575169042
Persistence_P,PAC,1.0,6.0,0,1m,,,336,5008.636180633209,1.4841382223366677,-0.4278078341591507,1.07458670642906,-0.9078085718886117,1.0,1.0,1.0,1.0
ELM_rolling_1m,PAC,1.0,10.0,27000,1m,100.0,0.25,336,3439.699870532549,1.0192375463331125,-0.3427790024977375,0.6695544509767487,0.10021878273032059,0.6255825086183137,0.6679632227357634,0.7079060191207704,0.6671505834916158
Persistence_P,PAC,1.0,10.0,0,1m,,,336,5149.534814872951,1.5258887190804336,-0.7915729237454943,1.070289596899941,-1.0166559884149455,1.0,1.0,1.0,1.0
