Method,quantity,LB_days,FH_hours,N_params,window,lambda_ridge,lambda_bc,refit_every,RMSE,nRMSE,nMBE,nMAE,R2,NICE1,NICE2,NICE3,NICE_Sigma
ELM_rolling_1m,PAC,1.0,0.5,27000,1m,50.0,0.5,336,1221.6725547769647,0.7189731205549724,-0.09093225216285614,0.3144059505557205,0.8422850216909781,1.1031197341023486,1.0757840855214706,1.009462166440213,1.062788662021344
Persistence_P,PAC,1.0,0.5,0,1m,,,336,1135.6112915397673,0.6683247412109287,-0.0010195137122945498,0.2850152534090643,0.8637229543479304,1.0,1.0,1.0,1.0
ELM_rolling_1m,PAC,1.0,1.0,27000,1m,50.0,0.75,336,1490.387235283722,0.8771158500674212,-0.05745166401624356,0.4079833720639249,0.7652738095706235,0.8709829083179955,0.875877320509764,0.8617697110122661,0.8695433132800084
Persistence_P,PAC,1.0,1.0,0,1m,,,336,1701.5935912306884,1.0014140445569892,-0.005474101631172478,0.46841719644281504,0.6940327183296549,1.0,1.0,1.0,1.0
ELM_rolling_1m,PAC,1.0,3.0,27000,1m,100.0,0.5,336,2106.3842899550823,1.2396396072869613,-0.20788130554043951,0.5968119445801314,0.5311450346523944,0.6380412363380218,0.6927338863529955,0.7355013649437693,0.6887588292115955
Persistence_P,PAC,1.0,3.0,0,1m,,,336,3040.683199495939,1.7894889101112632,-0.10528361469988186,0.9353814621849177,0.02297504897495295,1.0,1.0,1.0,1.0
ELM_rolling_1m,PAC,1.0,6.0,27000,1m,100.0,0.5,336,2260.5617649262044,1.3303754266894945,-0.21827539710815447,0.6402201159586912,0.45999713865548686,0.5957983533590826,0.6361796525383937,0.6729625056692936,0.6349801705222566
Persistence_P,PAC,1.0,6.0,0,1m,,,336,3553.3386770646184,2.091194557042526,-0.4280251074075559,1.0745583843076452,-0.33424785064082085,1.0,1.0,1.0,1.0
ELM_rolling_1m,PAC,1.0,10.0,27000,1m,100.0,0.25,336,2440.275559408572,1.4361397635574469,-0.3430285629593659,0.669679928014261,0.37072417716155537,0.6257153489665634,0.6679651629390997,0.7079060491759818,0.6671955203605483
Persistence_P,PAC,1.0,10.0,0,1m,,,336,3653.2976490438004,2.150021952100493,-0.7916520678348702,1.0702629064802547,-0.4103711657453273,1.0,1.0,1.0,1.0
